indicatorId,geoUnit,year,type,subtype,value
LR.AG15T99,MHL,2021,Source,Data sources,"UIS based on PC - Population Census: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 5 years and above were asked to self-assess their reading and writing abilities with two separate questions. Each question asked whether the respondent has difficulty reading or writing in any language, with the response options: No, no difficulty, Yes, some difficulty, Yes, a lot of difficulty, and Cannot do at all."
LR.AG15T99,MKD,2002,Data Status,Data reporting,"Literacy definition:
A person having completed more than three grades of primary school shall be considered literate. In addition, literate will be considered a person without school qualification and with 1-3 grades of primary school if he or she can rea"
LR.AG15T99,MKD,2002,Source,Data sources,Source: Population Census
LR.AG15T99,MLI,2003,Data Status,Data reporting,"Literacy definition:
A person aged 15 and up is defined as literate if they can read and write a simple statement in any language."
LR.AG15T99,MLI,2003,Source,Data sources,Source: Light Integrated Household Survey
LR.AG15T99,MLI,2006,Data Status,Data reporting,"Literacy definition:
A person aged 15 or older is defined as literate if they can read and write in any language."
LR.AG15T99,MLI,2006,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,MLI,2010,Data Status,Data reporting,"Literacy definition:
A literate is a person who can read and write in any language."
LR.AG15T99,MLI,2010,Source,Data sources,Source: Survey
LR.AG15T99,MLI,2011,Data Status,Data reporting,"Literacy definition:
[Name] knows read and write in the language?

- French?

- A national language?

- Another foreign language?"
LR.AG15T99,MLI,2011,Source,Data sources,Source: Survey
LR.AG15T99,MLI,2015,Data Status,Data reporting,"Literacy definition:
In which language do you read and write fluently (1=Yes 2=No)? 

a. French, b. Arabic, c. English, d. National Language, e. Others."
LR.AG15T99,MLI,2015,Source,Data sources,Source: Survey
LR.AG15T99,MLI,2018,Data Status,Data reporting,"Literacy definition:
A literate is a person who can read and write in any language."
LR.AG15T99,MLI,2018,Source,Data sources,Source: Survey
LR.AG15T99,MLI,2024,Source,Data sources,Mali DHS 2023-24. A literacy test was administered to men and women aged 15-64 whose highest level of educational attendance was upper secondary schooling or lower. Literacy status was imputed via a statistical model for older age groups not covered by the assessment.
LR.AG15T99,MLT,2005,Data Status,Data reporting,"Literacy definition:
Literacy is the ability to read/write a simple sentence about his/her everyday life in any language."
LR.AG15T99,MLT,2005,Source,Data sources,Source: Population Census
LR.AG15T99,MLT,2011,Data Status,Data reporting,"Literacy definition:
Are you able to read and write a simple sentence?"
LR.AG15T99,MLT,2011,Source,Data sources,Source: Population Census
LR.AG15T99,MMR,2000,Data Status,Data reporting,"Literacy definition:
Literacy is defined as the ability to read easily or with difficulty a letter or a newspaper."
LR.AG15T99,MMR,2000,Source,Data sources,Source: Multiple Indicator Cluster Survey (UNICEF MICS2)
LR.AG15T99,MMR,2014,Data Status,Data reporting,"Literacy definition:
A literate person can read and write in any language with understanding."
LR.AG15T99,MMR,2014,Source,Data sources,Source: IPUMS data
LR.AG15T99,MMR,2016,Source,Data sources,Myanmar DHS 2015-16. A literacy test was administered to men and women aged 15-49 whose highest level of educational attendance was primary schooling or lower. The test consisted of an enumerator administered assessment on the ability of the respondent to read a short and simple sentence. Those who could partially or fully read the sentence are considered literate. Respondents above the educational attainment threshold for whom the test was not administered were imputed as literate. Literacy status was imputed via a statistical model for older age groups not covered by the assessment.
LR.AG15T99,MMR,2018,Source,Data sources,"UIS based on LFS - Labour Force Survey: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 5 years and above were asked to self-assess their ability to read and write, with understanding, a simple short sentence in any language, with response options Yes or No."
LR.AG15T99,MMR,2019,Data Status,Data reporting,"Literacy definition:
A literate is a person who can read and write."
LR.AG15T99,MMR,2019,Source,Data sources,Source: Inter-censual Survey
LR.AG15T99,MMR,2020,Source,Data sources,"UIS based on LFS - Labour Force Survey: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 5 years and above were asked to self-assess their ability to read and write, with understanding, a simple short sentence in any language, with response options Yes or No."
LR.AG15T99,MNE,2003,Data Status,Data reporting,"Literacy definition:
A person is defined as literate if they can both read and write a short, simple statement on his or her everyday life."
LR.AG15T99,MNE,2003,Source,Data sources,Source: Population Census
LR.AG15T99,MNE,2011,Data Status,Data reporting,"Literacy definition:
Is the person literate?"
LR.AG15T99,MNE,2011,Source,Data sources,Source: Population Census
LR.AG15T99,MNE,2018,Source,Data sources,Montenegro MICS 2018. A literacy test was administered to men and women aged 15-49 whose highest level of educational attendance was primary schooling or lower. The test consisted of an enumerator administered assessment on the ability of the respondent to read a short and simple sentence. Those who could partially or fully read the sentence are considered literate. Respondents above the educational attainment threshold for whom the test was not administered were imputed as literate. Literacy status was imputed via a statistical model for older age groups not covered by the assessment.
LR.AG15T99,MNG,2000,Data Status,Data reporting,"Literacy definition:
Literacy is the ability to read and write simple statements in Mongolian or any other language with understanding."
LR.AG15T99,MNG,2000,Source,Data sources,Source: Population Census
LR.AG15T99,MNG,2010,Data Status,Data reporting,"Literacy definition:
Are you literate? Yes=1; No=2"
LR.AG15T99,MNG,2010,Source,Data sources,Source: Population Census
LR.AG15T99,MNG,2018,Source,Data sources,Mongolia MICS 2018. A literacy test was administered to men and women aged 15-49 whose highest level of educational attendance was 4th grade of primary schooling or lower. The test consisted of an enumerator administered assessment on the ability of the respondent to read a short and simple sentence. Those who could partially or fully read the sentence are considered literate. Respondents above the educational attainment threshold for whom the test was not administered were imputed as literate. Literacy status was imputed via a statistical model for older age groups not covered by the assessment.
LR.AG15T99,MNG,2019,Source,Data sources,Mongolia Labour Force Survey (LFS) 2019. Respondents 15 years of age and above who dropped out or never attended school were asked to declare whether they could read and write a simple sentence (in Mongolian or any other language) by responding yes/no. Respondents who declared having completed primary education were assumed to be literate (UIS).
LR.AG15T99,MNG,2020,Data Status,Data reporting,"Literacy definition:
What is the highest level of your education completed? For those who have no education, can you read and write a simple sentence?"
LR.AG15T99,MNG,2020,Source,Data sources,Source: Population Census
LR.AG15T99,MNG,2021,Source,Data sources,"UIS based on LFS - Labour Force Survey: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 15 years and above were asked whether they can read and write a simple sentence in Mongolian or any other language."
LR.AG15T99,MNG,2022,Source,Data sources,Mongolia Labour Force Survey (LFS) 2022. Respondents 15 years of age and above who dropped out or never attended school were asked to declare whether they could read and write a simple sentence (in Mongolian or any other language) by responding yes/no. Respondents who declared having completed primary education were assumed to be literate (UIS).
LR.AG15T99,MNG,2023,Source,Data sources,Mongolia Labour Force Survey (LFS) 2023. Respondents 15 years of age and above who dropped out or never attended school were asked to declare whether they could read and write a simple sentence (in Mongolian or any other language) by responding yes/no. Respondents who declared having completed primary education were assumed to be literate (UIS).
LR.AG15T99,MNG,2024,Source,Data sources,Mongolia Labour Force Survey (LFS) 2024. Respondents 15 years of age and above who dropped out or never attended school were asked to declare whether they could read and write a simple sentence (in Mongolian or any other language) by responding yes/no. Respondents who declared having completed primary education were assumed to be literate (UIS).
LR.AG15T99,MOZ,2003,Data Status,Data reporting,"Literacy definition:
A literate is a person who is able to read and write."
LR.AG15T99,MOZ,2003,Source,Data sources,Source: Demographic and Health Survey (DHS)
LR.AG15T99,MOZ,2009,Data Status,Data reporting,"Literacy definition:
A literate is a person who is able to read and write."
LR.AG15T99,MOZ,2009,Source,Data sources,Source: Household Budget Survey
LR.AG15T99,MOZ,2015,Data Status,Data reporting,"Literacy definition:
A literate is a person who can read and write in any language."
LR.AG15T99,MOZ,2015,Source,Data sources,Source: Household Budget Survey
LR.AG15T99,MOZ,2017,Data Status,Data reporting,"Literacy definition:
A literate is a person who can read and write in any language."
LR.AG15T99,MOZ,2017,Source,Data sources,Source: Population Census
LR.AG15T99,MOZ,2020,Data Status,Data reporting,"Literacy definition:
A literate is a person who can read and write in any language."
LR.AG15T99,MOZ,2020,Source,Data sources,Source: Budget Survey of Family (IOF)
LR.AG15T99,MOZ,2022,Source,Data sources,"UIS based on HIES - Household Budget Survey: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 15 years and above were asked to self-assess their ability to read and write in any language by answering Yes, No, or I do not know."
LR.AG15T99,MRT,2000,Data Status,Data reporting,"Literacy definition:
Literates are those persons who are able to read and write in the language specified."
LR.AG15T99,MRT,2000,Source,Data sources,Source: Population Census
LR.AG15T99,MRT,2013,Data Status,Data reporting,"Literacy definition:
..."
LR.AG15T99,MRT,2013,Source,Data sources,Source: Population Census
LR.AG15T99,MRT,2015,Source,Data sources,Mauritania MICS 2015. A literacy test was administered to men and women aged 15-49 whose highest level of educational attendance was primary schooling or lower. The test consisted of an enumerator administered assessment on the ability of the respondent to read a short and simple sentence. Those who could partially or fully read the sentence are considered literate. Respondents above the educational attainment threshold for whom the test was not administered were imputed as literate. Literacy status was imputed via a statistical model for older age groups not covered by the assessment.
LR.AG15T99,MRT,2020,Source,Data sources,Mauritania DHS 2019-21. A literacy test was administered to women aged 15-49 and men 15-59 whose highest level of educational attendance was upper secondary schooling or lower. The test consisted of an enumerator administered assessment on the ability of the respondent to read a short and simple sentence. Those who could partially or fully read the sentence are considered literate. Respondents above the educational attainment threshold for whom the test was not administered were imputed as literate. Literacy status was imputed via a statistical model for older age groups not covered by the assessment.
LR.AG15T99,MUS,2000,Data Status,Data reporting,"Literacy definition:
A person is considered as literate if they can, with understanding, both read and write a simple statement on his or her everyday life."
LR.AG15T99,MUS,2000,Source,Data sources,Source: Population Census
LR.AG15T99,MUS,2011,Data Status,Data reporting,"Literacy definition:
A person is considered as literate if they can, with understanding, both read and write a simple statement on his or her everyday life."
LR.AG15T99,MUS,2011,Source,Data sources,Source: Population Census
LR.AG15T99,MUS,2012,Data Status,Data reporting,"Literacy definition:
A person is considered as literate if they can, with understanding, both read and write a simple statement on his or her everyday life."
LR.AG15T99,MUS,2012,Source,Data sources,Source: The Continuous Multi-Purpose Household Survey
LR.AG15T99,MUS,2013,Data Status,Data reporting,"Literacy definition:
A person is considered as literate if they can, with understanding, both read and write a simple statement on his or her everyday life."
LR.AG15T99,MUS,2013,Source,Data sources,Source: The Continuous Multi-Purpose Household Survey
LR.AG15T99,MUS,2014,Data Status,Data reporting,"Literacy definition:
A person is considered as literate if they can, with understanding, both read and write a simple statement on his or her everyday life."
LR.AG15T99,MUS,2014,Source,Data sources,Source: The Continuous Multi-Purpose Household Survey
LR.AG15T99,MUS,2015,Data Status,Data reporting,"Literacy definition:
A person is considered as literate if they can, with understanding, both read and write a simple statement on his or her everyday life."
LR.AG15T99,MUS,2015,Source,Data sources,Source: The Continuous Multi-Purpose Household Survey
LR.AG15T99,MUS,2016,Data Status,Data reporting,"Literacy definition:
A person is considered as literate if they can, with understanding, both read and write a simple statement on his or her everyday life."
LR.AG15T99,MUS,2016,Source,Data sources,Source: The Continuous Multi-Purpose Household Survey
LR.AG15T99,MUS,2021,Source,Data sources,"UIS based on LFS - Continuous Multi-Purpose Household Survey: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents of all ages were asked to declare their current or past school attendance and whether they could, with understanding, read and write a simple sentence in everyday life, with response categories: Now  currently attending school; Past WR  attended school in the past and can read and write; Past None  attended school in the past but cannot read and write; Never WR  never attended school but can read and write; Never None  never attended school and cannot read and write; Child not yet at school  not yet started school."
LR.AG15T99,MUS,2023,Source,Data sources,"UIS based on LFS - Continuous Multi-Purpose Household Survey: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents of all ages were asked to declare their current or past school attendance and whether they could, with understanding, read and write a simple sentence in everyday life, with response categories: Now  currently attending school; Past WR  attended school in the past and can read and write; Past None  attended school in the past but cannot read and write; Never WR  never attended school but can read and write; Never None  never attended school and cannot read and write; Child not yet at school  not yet started school."
LR.AG15T99,MWI,2017,Source,Data sources,"UIS based on HIES - Integrated Household Survey: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 5 years and above were asked to self-assess whether they can read a short text and write a short note in any language, with response options including Chewa, Nyanja, Yao, Tumbuka, Lomwe, Nkhonde, Ngoni, Sena, Nyakyusa, Tonga, Lambya, Senga, Sukwa/Ndali, English, or Other (specify"
LR.AG15T99,MWI,2018,Data Status,Data reporting,"Literacy definition:
Literacy: Can [the respondent] read and write a simple sentence in any languages?
1 Yes
 2 No"
LR.AG15T99,MWI,2018,Source,Data sources,Source: IPUMS data
LR.AG15T99,MWI,2020,Source,Data sources,Malawi MICS 2019-20. A literacy test was administered to men and women aged 15-49 whose highest level of educational attendance was grade 2 of lower secondary schooling or lower. The test consisted of an enumerator administered assessment on the ability of the respondent to read a short and simple sentence. Those who could partially or fully read the sentence are considered literate. Respondents above the educational attainment threshold for whom the test was not administered were imputed as literate. Literacy status was imputed via a statistical model for older age groups not covered by the assessment.
LR.AG15T99,MYS,2000,Data Status,Data reporting,"Literacy definition:
The illiterate population includes persons aged 10 years and older who have never been to school in any language."
LR.AG15T99,MYS,2000,Source,Data sources,Source: Population Census
LR.AG15T99,MYS,2010,Data Status,Data reporting,"Literacy definition:
The illiterate population includes persons aged 10 years and older who have never been to school in any language."
LR.AG15T99,MYS,2010,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,MYS,2016,Data Status,Data reporting,"Literacy definition:
School Attendence-Those who are schooling and completed schooling"
LR.AG15T99,MYS,2016,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,MYS,2017,Data Status,Data reporting,"Literacy definition:
School Attendence-Those who are schooling and completed schooling"
LR.AG15T99,MYS,2017,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,MYS,2018,Data Status,Data reporting,"Literacy definition:
School Attendence-Those who are schooling and completed schooling"
LR.AG15T99,MYS,2018,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,MYS,2019,Data Status,Data reporting,"Literacy definition:
School Attendence-Those who are schooling and completed schooling"
LR.AG15T99,MYS,2019,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,MYS,2022,Data Status,Data reporting,"Literacy definition:
School Attendence-Those who are schooling and completed schooling"
LR.AG15T99,MYS,2022,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,NAM,2001,Data Status,Data reporting,"Literacy definition:
Literacy is the ability to write and read with understanding in any language. Persons who could read and not write were classified as non-literate. Similarly, persons who were able to write and not read were classified as non-literate"
LR.AG15T99,NAM,2001,Source,Data sources,Source: Population Census
LR.AG15T99,NAM,2011,Data Status,Data reporting,"Literacy definition:
A literate is a person who can read and write a message in any language with understanding."
LR.AG15T99,NAM,2011,Source,Data sources,Source: Population Census
LR.AG15T99,NAM,2016,Source,Data sources,"UIS based on LFS - Labour Force Survey: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 6 years and above were asked to self-assess their ability to read and write a message, with understanding, in any language, with response options Yes or No."
LR.AG15T99,NAM,2018,Source,Data sources,"UIS based on LFS - Labour Force Survey: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 6 years and above were asked to self-assess their ability to read and write a message, with understanding, in any language, with response options Yes or No."
LR.AG15T99,NAM,2023,Data Status,Data reporting,"Literacy definition:
A literate is a person who can read and write a message in any language with understanding."
LR.AG15T99,NAM,2023,Source,Data sources,Source: Population Census
LR.AG15T99,NER,2001,Data Status,Data reporting,"Literacy definition:
Persons aged 6 years and over who are able to read, write and understand in any language (French, Arabic or any other language) are considered literate."
LR.AG15T99,NER,2001,Source,Data sources,Source: Population Census
LR.AG15T99,NER,2005,Data Status,Data reporting,"Literacy definition:
Literate persons are those who know how to read and write in any language."
LR.AG15T99,NER,2005,Source,Data sources,Source: Household survey - questionnaire on Basic Indicators of Wellbeing
LR.AG15T99,NER,2012,Data Status,Data reporting,"Literacy definition:
Can you read and write a message in any language?"
LR.AG15T99,NER,2012,Source,Data sources,Source: Population Census
LR.AG15T99,NER,2014,Source,Data sources,"UIS based on HIES - National Survey on Household Living Conditions: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 4 years and above were asked to self-assess their basic literacy and numeracy skills in any language. They responded Yes or No to the following items: whether they can read a short text, write a short text, or perform a calculation."
LR.AG15T99,NER,2018,Source,Data sources,"Niger Enquete Harmonisee sur les Conditions de Vie des Menages (EHCVM) 2018-19. Respondents 3 years of age and above were asked to declare whether they could read and write a short text (in French, local or any other language) by responding yes/no."
LR.AG15T99,NER,2022,Source,Data sources,"Niger Enquete Harmonisee sur les Conditions de Vie des Menages (EHCVM) 2021-22. Respondents 3 years of age and above were asked to declare whether they could read and write a short text (in French, local or any other language) by responding yes/no."
LR.AG15T99,NGA,2003,Data Status,Data reporting,"Literacy definition:
Literacy is the ability to read and write."
LR.AG15T99,NGA,2003,Source,Data sources,Source: Demographic and Health Survey (DHS)
LR.AG15T99,NGA,2006,Data Status,Data reporting,"Literacy definition:
A literate is a person who can read and write with understanding in any language."
LR.AG15T99,NGA,2006,Source,Data sources,Source: Population Census
LR.AG15T99,NGA,2016,Source,Data sources,Nigeria MICS 2016-17. A literacy test was administered to men and women aged 15-49 whose highest level of educational attendance was primary schooling or lower. The test consisted of an enumerator administered assessment on the ability of the respondent to read a short and simple sentence. Those who could partially or fully read the sentence are considered literate. Respondents above the educational attainment threshold for whom the test was not administered were imputed as literate. Literacy status was imputed via a statistical model for older age groups not covered by the assessment.
LR.AG15T99,NGA,2021,Source,Data sources,Nigeria MICS 2021. A literacy test was administered to men and women aged 15-49 whose highest level of educational attendance was upper secondary schooling or lower. The test consisted of an enumerator administered assessment on the ability of the respondent to read a short and simple sentence. Those who could partially or fully read the sentence are considered literate. Respondents above the educational attainment threshold for whom the test was not administered were imputed as literate. Literacy status was imputed via a statistical model for older age groups not covered by the assessment.
LR.AG15T99,NGA,2024,Source,Data sources,Nigeria General Household Survey Panel Wave 5 2023-24. Respondents 3 years of age and above were asked to declare whether they could read and write in English or in any local language by responding yes or no.
LR.AG15T99,NIC,2001,Data Status,Data reporting,"Literacy definition:
A literate is a person who can read and write; an illiterate is a person who can only read or who cannot read and write."
LR.AG15T99,NIC,2001,Source,Data sources,Source: National Survey
LR.AG15T99,NIC,2005,Data Status,Data reporting,"Literacy definition:
Literate persons are those who can read and write a message or a paragraph from a simple text. In census practice, persons who answered yes to the question if they can read and write are considered literate."
LR.AG15T99,NIC,2005,Source,Data sources,Source: Population Census
LR.AG15T99,NIC,2012,Source,Data sources,"UIS based on LFS - Continous Household Survey: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 5 years and above were asked to declare whether they could read and write by responding yes, no, I do not know."
LR.AG15T99,NIC,2014,Source,Data sources,"UIS based on HIES - National Household Survey on Measuring Living Conditions: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 6 years and above were asked about their literacy skills, with response options: 1  Can read and write, 2  Can only read, 3  Cannot read or write."
LR.AG15T99,NIU,2017,Source,Data sources,"UIS based on PC - Population Census: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 5 years and above were asked to declare their proficiency in Vagahau Niue, indicating whether they can speak, read, write, and understand the language."
LR.AG15T99,NIU,2022,Source,Data sources,"UIS based on PC - Population Census: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 5 years and above were asked to self-assess their current reading and writing skills in Vagahau Niue, with response options: Cannot read / Cannot write, Poor, Fair, Good, and Very good."
LR.AG15T99,NPL,2001,Data Status,Data reporting,"Literacy definition:
A person age 6 years and above who can read and write a simple letter with understanding in any language and who has simple knowledge of arithmetic is considered literate."
LR.AG15T99,NPL,2001,Source,Data sources,Source: Population Census
LR.AG15T99,NPL,2008,Source,Data sources,"UIS based on LFS - Labour Force Survey: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 5 years and above were asked to declare whether they could read and write by responding yes or no."
LR.AG15T99,NPL,2011,Data Status,Data reporting,"Literacy definition:
Can you read and write? Are you currently attending school/college? What is your level of education?"
LR.AG15T99,NPL,2011,Source,Data sources,Source: Population Census
LR.AG15T99,NPL,2016,Source,Data sources,Nepal DHS 2015. A literacy test was administered to men and women aged 15-49 whose highest level of educational attendance was grade 9 or lower. The test consisted of an enumerator administered assessment on the ability of the respondent to read a short and simple sentence. Those who could partially or fully read the sentence are considered literate. Respondents above the educational attainment threshold for whom the test was not administered were imputed as literate. Literacy status was imputed via a statistical model for older age groups not covered by the assessment.
LR.AG15T99,NPL,2017,Source,Data sources,"UIS based on LFS - Labour Force Survey: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 5 years and above were asked to declare whether they could read and write by responding yes or no."
LR.AG15T99,NPL,2019,Source,Data sources,Nepal MICS 2019. A literacy test was administered to women aged 15-49 whose highest level of educational attendance was primary schooling or lower. The test consisted of an enumerator administered assessment on the ability of the respondent to read a short and simple sentence. Those who could partially or fully read the sentence are considered literate. Respondents above the educational attainment threshold for whom the test was not administered were imputed as literate. Literacy status was imputed via a statistical model for older age groups not covered by the assessment.
LR.AG15T99,NRU,2021,Source,Data sources,"UIS based on PC - Population Census: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 5 years and above were asked to self-assess whether they can read in any language (e.g., a newspaper, magazine, or religious text) and write in any language (e.g., a letter or filling a form) by responding yes or no."
LR.AG15T99,NRU,2023,Source,Data sources,Nauru MICS 2023. A literacy test was administered to men and women aged 15-49 whose highest level of educational attendance was primary schooling or lower. Literacy status was imputed via a statistical model for older age groups not covered by the assessment.
LR.AG15T99,OMN,2003,Data Status,Data reporting,"Literacy definition:
A literate is an individual who is capable of both reading and writing but does not hold an academic qualification of any kind."
LR.AG15T99,OMN,2003,Source,Data sources,Source: Population Census
LR.AG15T99,OMN,2008,Data Status,Data reporting,"Literacy definition:
The survey asked persons without any type of qualification (i.e. without formal education) about their ability to read and write."
LR.AG15T99,OMN,2008,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,OMN,2010,Data Status,Data reporting,"Literacy definition:
Reading and writing test."
LR.AG15T99,OMN,2010,Source,Data sources,Source: Population Census
LR.AG15T99,OMN,2015,Data Status,Data reporting,"Literacy definition:
A literate is a person who can both read and write or who completed the first grade of primary successfully or any stage of school education."
LR.AG15T99,OMN,2015,Source,Data sources,Source: Comprehensive Household Survey
LR.AG15T99,OMN,2017,Data Status,Data reporting,"Literacy definition:
Using 2010 Census data as a basis and the administrative data for the population whose illiteracy was liberated.  Literacy definition in Oman: Individual person who can neither read and write and didn't complete the first grade succes"
LR.AG15T99,OMN,2017,Source,Data sources,Source: Administrative register based national estimates
LR.AG15T99,OMN,2018,Data Status,Data reporting,"Literacy definition:
Using 2010 Census data as a basis and the administrative data for the population whose illiteracy was liberated.  Literacy definition in Oman: Individual person who can neither read nor write and didn't complete the first grade succes"
LR.AG15T99,OMN,2018,Source,Data sources,Source: Administrative register based national estimates
LR.AG15T99,OMN,2020,Data Status,Data reporting,"Literacy definition:
UNSD definition"
LR.AG15T99,OMN,2020,Source,Data sources,Source: Population Census
LR.AG15T99,OMN,2022,Data Status,Data reporting,"Literacy definition:
 Individual person who can neither read nor write and didn't complete the first grade successfully or at any stage of school education."
LR.AG15T99,OMN,2022,Source,Data sources,Source: Administrative register based national estimates
LR.AG15T99,PAK,2005,Data Status,Data reporting,"Literacy definition:
Persons who can read a newspaper and write a simple letter in any language are considered literate."
LR.AG15T99,PAK,2005,Source,Data sources,Source: Living Standards Measurement Survey
LR.AG15T99,PAK,2006,Data Status,Data reporting,"Literacy definition:
Persons who can read a newspaper and write a simple letter in any language are considered literate."
LR.AG15T99,PAK,2006,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,PAK,2007,Data Status,Data reporting,"Literacy definition:
Persons who can read a newspaper and write a simple letter in any language are considered literate."
LR.AG15T99,PAK,2007,Source,Data sources,Source: Living Standards Measurement Survey
LR.AG15T99,PAK,2008,Data Status,Data reporting,"Literacy definition:
Persons who can read a newspaper and write a simple letter in any language are considered literate."
LR.AG15T99,PAK,2008,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,PAK,2009,Data Status,Data reporting,"Literacy definition:
Persons who can read a newspaper and write a simple letter in any language are considered literate."
LR.AG15T99,PAK,2009,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,PAK,2010,Data Status,Data reporting,"Literacy definition:
Persons who can read a newspaper and write a simple letter in any language are considered literate."
LR.AG15T99,PAK,2010,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,PAK,2011,Data Status,Data reporting,"Literacy definition:
Persons who can read a newspaper and write a simple letter in any language are considered literate."
LR.AG15T99,PAK,2011,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,PAK,2012,Data Status,Data reporting,"Literacy definition:
Persons who can read a newspaper and write a simple letter in any language are considered literate."
LR.AG15T99,PAK,2012,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,PAK,2013,Data Status,Data reporting,"Literacy definition:
Persons who can read a newspaper and write a simple letter in any language are considered literate."
LR.AG15T99,PAK,2013,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,PAK,2014,Data Status,Data reporting,"Literacy definition:
Persons who can read a newspaper and write a simple letter in any language are considered literate."
LR.AG15T99,PAK,2014,Source,Data sources,Source: Living Standards Measurement Survey
LR.AG15T99,PAK,2017,Data Status,Data reporting,"Literacy definition:
Persons who can read a newspaper and write a simple letter in any language are considered literate."
LR.AG15T99,PAK,2017,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,PAK,2018,Data Status,Data reporting,"Literacy definition:
1.Can.........read simple statement in any language with full under-standing? 

2.Can.........write simple statement in any language with full under-standing?"
LR.AG15T99,PAK,2018,Source,Data sources,Source: Living Standards Measurement Survey
LR.AG15T99,PAK,2019,Data Status,Data reporting,"Literacy definition:
1.Can.........read simple statement in any language with full under-standing? 

2.Can.........write simple statement in any language with full under-standing?"
LR.AG15T99,PAK,2019,Source,Data sources,Source: Living Standards Measurement Survey
LR.AG15T99,PAK,2021,Source,Data sources,Pakistan Demographic Survey 2020. Respondents 10 years of age and above were asked to declare whether they could read a simple statement in any language with understanding by responding yes/no.
LR.AG15T99,PAN,2000,Data Status,Data reporting,"Literacy definition:
Literacy is the person's aptitude to read and to write in any language."
LR.AG15T99,PAN,2000,Source,Data sources,Source: Population Census
LR.AG15T99,PAN,2010,Data Status,Data reporting,"Literacy definition:
The ability of the person to read and write a message and understand it."
LR.AG15T99,PAN,2010,Source,Data sources,Source: Survey
LR.AG15T99,PAN,2018,Data Status,Data reporting,"Literacy definition:
A person aged 10 years or older is literate if they can read and write."
LR.AG15T99,PAN,2018,Source,Data sources,Source: Survey
LR.AG15T99,PAN,2019,Data Status,Data reporting,"Literacy definition:
A person aged 10 years or older is literate if they can read and write."
LR.AG15T99,PAN,2019,Source,Data sources,Source: Survey
LR.AG15T99,PAN,2021,Source,Data sources,"UIS based on LFS - Labour Market Survey: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 10 years and above were asked to self-assess their ability to read and write, marking Yes only if they can do both, with response options Yes or No."
LR.AG15T99,PAN,2023,Source,Data sources,"UIS based on LFS - Labour Market Survey: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 10 years and above were asked to self-assess their ability to read and write, marking Yes only if they can do both, with response options Yes or No."
LR.AG15T99,PAN,2024,Source,Data sources,"UIS based on LFS - Labour Market Survey: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 10 years and above were asked to self-assess their ability to read and write, marking Yes only if they can do both, with response options Yes or No."
LR.AG15T99,PER,2004,Data Status,Data reporting,"Literacy definition:
Literacy is the ability to read and to write in any language. Literate is the person who knows how to read and to write in any language. The language used for data collection of the data in the survey was Spanish."
LR.AG15T99,PER,2004,Source,Data sources,Source: Household National Survey
LR.AG15T99,PER,2005,Data Status,Data reporting,"Literacy definition:
The literate population includes persons aged 15 years and older who declared that they can read and write."
LR.AG15T99,PER,2005,Source,Data sources,Source: National Household Survey
LR.AG15T99,PER,2006,Data Status,Data reporting,"Literacy definition:
The literate population includes persons aged 15 years and older who declared that they can read and write."
LR.AG15T99,PER,2006,Source,Data sources,Source: Multiple Indicator Cluster Survey (MICS)
