indicatorId,geoUnit,year,type,subtype,value
LR.AG15T99,DOM,2024,Source,Data sources,"Source:
National Multi-purpose Survey"
LR.AG15T99,DZA,2002,Data Status,Data reporting,"Literacy definition:
Literacy is the capacity to read and write."
LR.AG15T99,DZA,2002,Source,Data sources,Source: Health Survey
LR.AG15T99,DZA,2006,Data Status,Data reporting,"Literacy definition:
A person is considered literate if he or she knows how to read and write a simple text."
LR.AG15T99,DZA,2006,Source,Data sources,Source: Multiple Indicator Cluster Survey (MICS)
LR.AG15T99,DZA,2008,Data Status,Data reporting,"Literacy definition:
In which language can you read and write?"
LR.AG15T99,DZA,2008,Source,Data sources,Source: Population Census
LR.AG15T99,ECU,2001,Data Status,Data reporting,"Literacy definition:
Literacy is the capacity to read and write."
LR.AG15T99,ECU,2001,Source,Data sources,Source: Population Census
LR.AG15T99,ECU,2007,Data Status,Data reporting,"Literacy definition:
A literate person is someone who responded with code 1 to question 11 on the form of employment (1=He/she knows to read and write). If he or she indicates being able only to read or only to write, code 2 (No) must be indicated."
LR.AG15T99,ECU,2007,Source,Data sources,Source: Survey
LR.AG15T99,ECU,2008,Data Status,Data reporting,"Literacy definition:
A literate is a person who can read and write."
LR.AG15T99,ECU,2008,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,ECU,2009,Data Status,Data reporting,"Literacy definition:
1. Literate persons are able to read and write, with understanding, a short, simple statement about their everyday lives.2. Illiterate persons are not able to read and write, with understanding, a short, simple statement about their l"
LR.AG15T99,ECU,2009,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,ECU,2010,Data Status,Data reporting,"Literacy definition:
A literate is a person who can read and write."
LR.AG15T99,ECU,2010,Source,Data sources,Source: Survey
LR.AG15T99,ECU,2011,Data Status,Data reporting,"Literacy definition:
A literate is a person who can read and write."
LR.AG15T99,ECU,2011,Source,Data sources,Source: Survey
LR.AG15T99,ECU,2012,Data Status,Data reporting,"Literacy definition:
A literate is a person who can read and write."
LR.AG15T99,ECU,2012,Source,Data sources,Source: Survey
LR.AG15T99,ECU,2013,Data Status,Data reporting,"Literacy definition:
A literate is a person who can read and write."
LR.AG15T99,ECU,2013,Source,Data sources,Source: Survey
LR.AG15T99,ECU,2014,Data Status,Data reporting,"Literacy definition:
A literate is a person who can read and write."
LR.AG15T99,ECU,2014,Source,Data sources,Source: Survey
LR.AG15T99,ECU,2015,Data Status,Data reporting,"Literacy definition:
A literate is a person who can read and write."
LR.AG15T99,ECU,2015,Source,Data sources,Source: Survey
LR.AG15T99,ECU,2016,Data Status,Data reporting,"Literacy definition:
A literate is a person who can read and write."
LR.AG15T99,ECU,2016,Source,Data sources,Source: Survey
LR.AG15T99,ECU,2017,Data Status,Data reporting,"Literacy definition:
A literate is a person who can read and write."
LR.AG15T99,ECU,2017,Source,Data sources,Source: Survey
LR.AG15T99,ECU,2020,Data Status,Data reporting,"Literacy definition:
A literate is a person who can read and write."
LR.AG15T99,ECU,2020,Source,Data sources,Source: Survey
LR.AG15T99,ECU,2021,Data Status,Data reporting,"Literacy definition:
A literate is a person who can read and write."
LR.AG15T99,ECU,2021,Source,Data sources,Source: Survey
LR.AG15T99,ECU,2022,Data Status,Data reporting,"Literacy definition:
A literate is a person who can read and write."
LR.AG15T99,ECU,2022,Source,Data sources,Source: Survey
LR.AG15T99,ECU,2024,Source,Data sources,"Ecuador Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU) 2024. Respondents 5 years of age and above were asked to declare whether they could read and write a message by responding yes or no. Respondents who declared having at least completed upper secondary (and any secondary education from the previous system) were assumed to be literate."
LR.AG15T99,EGY,2005,Data Status,Data reporting,"Literacy definition:
Literate persons were those who completed primary education and who could read or write."
LR.AG15T99,EGY,2005,Source,Data sources,Source: Social Contract Survey
LR.AG15T99,EGY,2006,Data Status,Data reporting,"Literacy definition:
Assessment test on numeracy, reading and writing"
LR.AG15T99,EGY,2006,Source,Data sources,Source: Population Census
LR.AG15T99,EGY,2010,Data Status,Data reporting,"Literacy definition:
Literacy test: Can you read?  Can you Write ?  Do you know the shapes of letters?"
LR.AG15T99,EGY,2010,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,EGY,2012,Data Status,Data reporting,"Literacy definition:
Literacy test:
Complete the missing letter; 
Choose the correct answer;
Right or wrong & fill in the spaces"
LR.AG15T99,EGY,2012,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,EGY,2013,Data Status,Data reporting,"Literacy definition:
Literacy test: Complete the words;
choose the correct answer;
Fill in the spaces; read the comprehension
Put write or wrong"
LR.AG15T99,EGY,2013,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,EGY,2017,Data Status,Data reporting,"Literacy definition:
Test writing Arabic language and arithmetic."
LR.AG15T99,EGY,2017,Source,Data sources,Source:  Sample testing survey based national estimates
LR.AG15T99,EGY,2021,Source,Data sources,"UIS based on LFS - Labour Force Sample Survey: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 10 years and above were asked to self-assess their ability to read and write by responding yes or no."
LR.AG15T99,EGY,2022,Source,Data sources,"UIS based on LFS - Labour Force Sample Survey: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 10 years and above were asked to self-assess their ability to read and write by responding yes or no."
LR.AG15T99,ERI,2002,Data Status,Data reporting,"Literacy definition:
Literate persons are those able to read and write any language without any difficulty."
LR.AG15T99,ERI,2002,Source,Data sources,Source: Demographic and Health Survey (DHS)
LR.AG15T99,ERI,2008,Data Status,Data reporting,"Literacy definition:
For the eligible individuals (age greater and equal to 10 and grade less and equal to 4) seven items on reading and writing simple sentences, explaining the sentences, simple arithmetic computation, identification of pictures were the"
LR.AG15T99,ERI,2008,Source,Data sources,Source: National Literacy Survey
LR.AG15T99,ESP,2004,Data Status,Data reporting,"Literacy definition:
A person considered illiterate is one who is aged 16 years or older and is not able to read and write, or can read but not write in any language, or is able to read and write one or several phrases from memory, or can read and write o"
LR.AG15T99,ESP,2004,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,ESP,2005,Data Status,Data reporting,"Literacy definition:
A person considered illiterate is one who is aged 16 years or older and is not able to read and write, or can read but not write in any language, or is able to read and write one or several phrases from memory, or can read and write o"
LR.AG15T99,ESP,2005,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,ESP,2006,Data Status,Data reporting,"Literacy definition:
A person considered illiterate is one who is aged 16 years or older and is not able to read and write, or can read but not write in any language, or is able to read and write one or several phrases from memory, or can read and write o"
LR.AG15T99,ESP,2006,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,ESP,2007,Data Status,Data reporting,"Literacy definition:
A person considered illiterate is one who is aged 16 years or older and is not able to read and write, or can read but not write in any language, or is able to read and write one or several phrases from memory, or can read and write o"
LR.AG15T99,ESP,2007,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,ESP,2008,Data Status,Data reporting,"Literacy definition:
The illiterate population is considered to include the following: any person aged 16 years and older who, in any language, is unable to read and write; or is able to read but unable to write; or is able to read and write one or more p"
LR.AG15T99,ESP,2008,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,ESP,2009,Data Status,Data reporting,"Literacy definition:
The illiterate population is considered to include the following: any person aged 16 years and older who, in any language, is unable to read and write; or is able to read but unable to write; or is able to read and write one or more p"
LR.AG15T99,ESP,2009,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,ESP,2010,Data Status,Data reporting,"Literacy definition:
Can you read and write?

This question will be answered only by those who have no school experience."
LR.AG15T99,ESP,2010,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,ESP,2011,Data Status,Data reporting,"Literacy definition:
Can you read and write?

This question will be answered only by those who have no school experience."
LR.AG15T99,ESP,2011,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,ESP,2012,Data Status,Data reporting,"Literacy definition:
Can you read and write?

This question will be answered only by those who have no school experience."
LR.AG15T99,ESP,2012,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,ESP,2013,Data Status,Data reporting,"Literacy definition:
Can you read and write?

This question will be answered only by those who have no school experience."
LR.AG15T99,ESP,2013,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,ESP,2014,Data Status,Data reporting,"Literacy definition:
Can you read and write?

This question will be answered only by those who have no school experience."
LR.AG15T99,ESP,2014,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,ESP,2015,Data Status,Data reporting,"Literacy definition:
Can you read and write?

This question will be answered only by those who have no school experience."
LR.AG15T99,ESP,2015,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,ESP,2016,Data Status,Data reporting,"Literacy definition:
Can you read and write?

This question will be answered only by those who have no school experience."
LR.AG15T99,ESP,2016,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,ESP,2018,Data Status,Data reporting,"Literacy definition:
Do you know how to read and write? 

1. Yes, s/he knows how to read and write; 

2. No, s/he does not know how to read or write or does not know how to do either. 

This question will be answered exclusively by those who have declared"
LR.AG15T99,ESP,2018,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,ESP,2020,Data Status,Data reporting,"Literacy definition:
Do you know how to read and write? 

1. Yes, s/he knows how to read and write; 

2. No, s/he does not know how to read or write or does not know how to do either. 

This question will be answered exclusively by those who have declared"
LR.AG15T99,ESP,2020,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,ESP,2021,Data Status,Data reporting,"Literacy definition:
Illiterate persons are considered to be persons aged 16 and over who, taking into account any language of the world, meet comply with:  
- are not able to read or write;  
- are able to read but not to write;  
- are able to read and"
LR.AG15T99,ESP,2021,Source,Data sources,Source: Population Census
LR.AG15T99,EST,2000,Data Status,Data reporting,"Literacy definition:
Illiterate persons are those who have not completed the level corresponding to primary education and who could not, with understanding, both read and write a simple text on their everyday life in at least one language."
LR.AG15T99,EST,2000,Source,Data sources,Source: Population Census
LR.AG15T99,EST,2011,Data Status,Data reporting,"Literacy definition:
Self-declaration about persons aged 15+ without primary education: Are you/ is he/she ...

(1) literate?

(2) illiterate?"
LR.AG15T99,EST,2011,Source,Data sources,Source: Population Census
LR.AG15T99,ETH,2004,Data Status,Data reporting,"Literacy definition:
Based on the results of a reading and writing test."
LR.AG15T99,ETH,2004,Source,Data sources,Source: Welfare Monitoring Survey
LR.AG15T99,ETH,2007,Data Status,Data reporting,"Literacy definition:
Can you read and write a simple sentence in any language?"
LR.AG15T99,ETH,2007,Source,Data sources,Source: Population Census
LR.AG15T99,ETH,2013,Source,Data sources,"UIS based on LFS - National Labor Force Survey: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 5 years and above were asked to self-assess their ability to read and write by responding yes or no."
LR.AG15T99,ETH,2016,Source,Data sources,Ethiopia DHS 2016. A literacy test was administered to women aged 15-49 and men aged 15-59 whose highest level of educational attendance was upper secondary schooling or lower. The test consisted of an enumerator administered assessment on the ability of the respondent to read a short and simple sentence. Those who could partially or fully read the sentence are considered literate. Respondents above the educational attainment threshold for whom the test was not administered were imputed as literate. Literacy status was imputed via a statistical model for older age groups not covered by the assessment.
LR.AG15T99,ETH,2019,Source,Data sources,Ethiopian Socioeconomic Survey (ESS) 2018-19. NA
LR.AG15T99,ETH,2021,Source,Data sources,"UIS based on LFS - National Labor Force Survey: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 3 years and above were asked to self-assess their ability to read and write by responding yes or no."
LR.AG15T99,ETH,2022,Source,Data sources,Ethiopian Socioeconomic Survey (ESS) 2021-22. Respondents 4 years of age and above were asked to declare whether they could read and write in any language by responding yes or no.
LR.AG15T99,GAB,2021,Source,Data sources,Gabon DHS 2019-21. A literacy test was administered to men and women aged 15-64 whose highest level of educational attendance was upper secondary schooling or lower. The test consisted of an enumerator administered assessment on the ability of the respondent to read a short and simple sentence. Those who could partially or fully read the sentence are considered literate. Respondents above the educational attainment threshold for whom the test was not administered were imputed as literate. Literacy status was imputed via a statistical model for older age groups not covered by the assessment.
LR.AG15T99,GEO,2002,Data Status,Data reporting,"Literacy definition:
Illiterate is a person who does not know reading and writing. Cann't read and write-is a note for 6 years-old or elder"
LR.AG15T99,GEO,2002,Source,Data sources,Source: Population Census
LR.AG15T99,GEO,2014,Data Status,Data reporting,"Literacy definition:
A literate is a person who can read and write."
LR.AG15T99,GEO,2014,Source,Data sources,Source: Population Census
LR.AG15T99,GEO,2017,Data Status,Data reporting,"Literacy definition:
A literate person has primary education or is a person who can read and write."
LR.AG15T99,GEO,2017,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,GEO,2018,Source,Data sources,Georgia MICS 2018. A literacy test was administered to men and women aged 15-49 whose highest level of educational attendance was primary schooling or lower. The test consisted of an enumerator administered assessment on the ability of the respondent to read a short and simple sentence. Those who could partially or fully read the sentence are considered literate. Respondents above the educational attainment threshold for whom the test was not administered were imputed as literate. Literacy status was imputed via a statistical model for older age groups not covered by the assessment.
LR.AG15T99,GEO,2019,Source,Data sources,"UIS based on HIES - Household Income and Expenditure Survey: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 15 years and above were asked their highest educational attainment level and classified as literate or not based on their response. Those reporting Illiterate were coded as not literate, while those reporting Has no education but can read and write or any higher level of completed education (primary, secondary, or tertiary) were coded as literate."
LR.AG15T99,GEO,2020,Source,Data sources,"UIS based on HIES - Household Income and Expenditure Survey: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 15 years and above were asked their highest educational attainment level and classified as literate or not based on their response. Those reporting Illiterate were coded as not literate, while those reporting Has no education but can read and write or any higher level of completed education (primary, secondary, or tertiary) were coded as literate."
LR.AG15T99,GEO,2021,Source,Data sources,"UIS based on HIES - Household Income and Expenditure Survey: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 15 years and above were asked their highest educational attainment level and classified as literate or not based on their response. Those reporting Illiterate were coded as not literate, while those reporting Has no education but can read and write or any higher level of completed education (primary, secondary, or tertiary) were coded as literate."
LR.AG15T99,GEO,2022,Data Status,Data reporting,"Literacy definition:
A literate person has primary education or is a person who can read and write."
LR.AG15T99,GEO,2022,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,GEO,2023,Source,Data sources,"Georgia Labour Force Survey (LFS) 2023, first quarter. Respondents 15 years of age and above were asked to declare their highest level of education. All those who indicated having attended some schooling and not being illiterate have been considered as literate."
LR.AG15T99,GEO,2024,Data Status,Data reporting,"Literacy definition:
A literate person has primary education or is a person who can read and write."
LR.AG15T99,GEO,2024,Source,Data sources,Source: Population Census
LR.AG15T99,GHA,2000,Data Status,Data reporting,"Literacy definition:
Literacy is the ability to read and write any language with understanding. The languages in the question are English and Ghanaian languages."
LR.AG15T99,GHA,2000,Source,Data sources,Source: Population Census
LR.AG15T99,GHA,2010,Data Status,Data reporting,"Literacy definition:
In what language can (NAME) read and write?

1. None (not literate)

2. English only

3. Ghanaian language only

4. English and Ghanaian language

5. English and French

6. English, French and Ghanaian language

7. Other (specify)."
LR.AG15T99,GHA,2010,Source,Data sources,Source: Population Census
LR.AG15T99,GHA,2015,Source,Data sources,"UIS based on LFS - Labour Force Survey: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 11 years and above were asked in which language(s) they can read and write. Those reporting None were coded as not literate, while respondents reporting any language ability (English, Ghanaian language, French, or other) were coded as literate."
LR.AG15T99,GHA,2017,Source,Data sources,Ghana MICS 2017-18. A literacy test was administered to men and women aged 15-49 whose highest level of educational attendance was primary schooling or lower. The test consisted of an enumerator administered assessment on the ability of the respondent to read a short and simple sentence. Those who could partially or fully read the sentence are considered literate. Respondents above the educational attainment threshold for whom the test was not administered were imputed as literate. Literacy status was imputed via a statistical model for older age groups not covered by the assessment.
LR.AG15T99,GHA,2021,Source,Data sources,"Ghana Population and housing census 2021. Respondents 6 years of age and above were asked to declare whether they could read and/or write in any language with understanding by responding both, only read, or no."
LR.AG15T99,GIN,2003,Data Status,Data reporting,"Literacy definition:
Literacy is defined as the ability to read easily or with difficulty a letter or a newspaper"
LR.AG15T99,GIN,2003,Source,Data sources,Source: Multiple Indicator Cluster Survey (UNICEF MICS2)
LR.AG15T99,GIN,2010,Data Status,Data reporting,"Literacy definition:
Literacy is the action of teaching an individual to read and write. To identify literates or illiterates, persons of age 10 and over have been asked the following question: Can you read and write? Therefore, literate persons are those"
LR.AG15T99,GIN,2010,Source,Data sources,Source: Population Census
LR.AG15T99,GIN,2014,Data Status,Data reporting,"Literacy definition:
A literate is a person who can read and write."
LR.AG15T99,GIN,2014,Source,Data sources,Source: Population Census
LR.AG15T99,GIN,2018,Data Status,Data reporting,"Literacy definition:
Can (NAME) read a short text in the following languages:Can (NAME) write a short text in the following languages?"
LR.AG15T99,GIN,2018,Source,Data sources,Source: Harmonized Survey on Household Living Conditions (EHCVM)
LR.AG15T99,GMB,2000,Data Status,Data reporting,"Literacy definition:
Literacy is defined as the ability to read easily or with difficulty a letter or a newspaper."
LR.AG15T99,GMB,2000,Source,Data sources,Source: Multiple Indicator Cluster Survey (UNICEF MICS2)
LR.AG15T99,GMB,2015,Data Status,Data reporting,"Literacy definition:
Can you read and write a simple sentence in any language?"
LR.AG15T99,GMB,2015,Source,Data sources,Source: Integrated Household Survey
LR.AG15T99,GMB,2018,Source,Data sources,Gambia MICS 2018. A literacy test was administered to men and women aged 15-49 whose highest level of educational attendance was primary schooling or lower. The test consisted of an enumerator administered assessment on the ability of the respondent to read a short and simple sentence. Those who could partially or fully read the sentence are considered literate. Respondents above the educational attainment threshold for whom the test was not administered were imputed as literate. Literacy status was imputed via a statistical model for older age groups not covered by the assessment.
LR.AG15T99,GMB,2021,Source,Data sources,Gambia DHS 2019-20. A literacy test was administered to women aged 15-49 and men aged 15-59 whose highest level of educational attendance was upper secondary schooling or lower. The test consisted of an enumerator administered assessment on the ability of the respondent to read a short and simple sentence. Those who could partially or fully read the sentence are considered literate. Respondents above the educational attainment threshold for whom the test was not administered were imputed as literate. Literacy status was imputed via a statistical model for older age groups not covered by the assessment.
LR.AG15T99,GNB,2000,Data Status,Data reporting,"Literacy definition:
Literacy is defined as the ability to read easily or with difficulty a letter or a newspaper."
LR.AG15T99,GNB,2000,Source,Data sources,Source: Multiple Indicator Cluster Survey (UNICEF MICS2)
LR.AG15T99,GNB,2019,Source,Data sources,Guinea-Bissau MICS 2018-19. A literacy test was administered to men and women aged 15-49 whose highest level of educational attendance was lower secondary schooling or lower. The test consisted of an enumerator administered assessment on the ability of the respondent to read a short and simple sentence. Those who could partially or fully read the sentence are considered literate. Respondents above the educational attainment threshold for whom the test was not administered were imputed as literate. Literacy status was imputed via a statistical model for older age groups not covered by the assessment.
LR.AG15T99,GNB,2022,Source,Data sources,"Guinea-Bissau Enquete Harmonisee sur les Conditions de Vie des Menages (EHCVM) 2021-22. Respondents 3 years of age and above were asked to declare whether they could read and write a short text (in Portuguese, Creole or any other language) by responding yes/no."
LR.AG15T99,GNQ,2000,Data Status,Data reporting,"Literacy definition:
Literacy is defined as the ability to read a letter or a newspaper easily or with difficulty."
LR.AG15T99,GNQ,2000,Source,Data sources,Source: Multiple Indicator Cluster Survey (UNICEF MICS2)
LR.AG15T99,GRC,2001,Data Status,Data reporting,"Literacy definition:
Literacy is defined as the ability to both read and write."
LR.AG15T99,GRC,2001,Source,Data sources,Source: Population Census
LR.AG15T99,GRC,2009,Data Status,Data reporting,"Literacy definition:
Self-assessment"
LR.AG15T99,GRC,2009,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,GTM,2002,Data Status,Data reporting,"Literacy definition:
A literate is a person who can read and write in a specific language. Defined for persons who are 7 years and older."
LR.AG15T99,GTM,2002,Source,Data sources,Source: Population Census
LR.AG15T99,GTM,2012,Data Status,Data reporting,"Literacy definition:
The question used to evaluate literacy is : Can you read and write?"
LR.AG15T99,GTM,2012,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,GTM,2013,Data Status,Data reporting,"Literacy definition:
The literate is a person who can read and write."
LR.AG15T99,GTM,2013,Source,Data sources,Source: Survey
LR.AG15T99,GTM,2014,Data Status,Data reporting,"Literacy definition:
The literate is a person who can read and write."
LR.AG15T99,GTM,2014,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,GTM,2015,Source,Data sources,Guatemala DHS 2014-15. A literacy test was administered to women aged 15-49 and men 15-59 whose highest level of educational attendance was primary schooling or lower. The test consisted of an enumerator administered assessment on the ability of the respondent to read a short and simple sentence. Those who could partially or fully read the sentence are considered literate. Respondents above the educational attainment threshold for whom the test was not administered were imputed as literate. Literacy status was imputed via a statistical model for older age groups not covered by the assessment.
LR.AG15T99,GTM,2018,Data Status,Data reporting,"Literacy definition:
The literate is a person who can read and write."
LR.AG15T99,GTM,2018,Source,Data sources,Source: Population Census
LR.AG15T99,GTM,2022,Source,Data sources,Guatemala Encuesta Nacional de Empleo e Ingresos (ENEI) 2022. Respondents 7 years of age and above were asked to declare whether they could read and write by responding yes/no.
LR.AG15T99,GTM,2023,Source,Data sources,"UIS based on HIES - Household Income and Expenditure Survey: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 3 years and above were asked to self-assess their ability to read and write by responding yes or no."
LR.AG15T99,GTM,2024,Source,Data sources,"Guatemala Encuesta Nacional de Empleo e Ingresos Continua (ENEIC) 2024, fourth quarter. Respondents 7 years of age and above were asked to declare whether they could read and write by responding yes or no."
LR.AG15T99,GUY,2020,Source,Data sources,Guyana MICS 2019-20. A literacy test was administered to men and women aged 15-49 whose highest level of educational attendance was primary schooling or lower. The test consisted of an enumerator administered assessment on the ability of the respondent to read a short and simple sentence. Those who could partially or fully read the sentence are considered literate. Respondents above the educational attainment threshold for whom the test was not administered were imputed as literate. Literacy status was imputed via a statistical model for older age groups not covered by the assessment.
LR.AG15T99,HND,2001,Data Status,Data reporting,"Literacy definition:
Literate refers to those who can read and write."
LR.AG15T99,HND,2001,Source,Data sources,Source: Population Census
LR.AG15T99,HND,2007,Data Status,Data reporting,"Literacy definition:
A literate is a person who reported that they know how to read and write."
LR.AG15T99,HND,2007,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,HND,2010,Data Status,Data reporting,"Literacy definition:
Literate refers to those who can read and write."
LR.AG15T99,HND,2010,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,HND,2011,Data Status,Data reporting,"Literacy definition:
Literate refers to those who can read and write."
LR.AG15T99,HND,2011,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,HND,2012,Data Status,Data reporting,"Literacy definition:
Literate refers to those who can read and write."
LR.AG15T99,HND,2012,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,HND,2013,Data Status,Data reporting,"Literacy definition:
Literate refers to those who can read and write."
LR.AG15T99,HND,2013,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,HND,2014,Data Status,Data reporting,"Literacy definition:
Literate refers to those who can read and write."
LR.AG15T99,HND,2014,Source,Data sources,Source: Labour Force Survey
LR.AG15T99,HND,2015,Data Status,Data reporting,"Literacy definition:
Literate refers to those who can read and write."
LR.AG15T99,HND,2015,Source,Data sources,Source: Household Survey
LR.AG15T99,HND,2016,Data Status,Data reporting,"Literacy definition:
Literate refers to those who can read and write."
LR.AG15T99,HND,2016,Source,Data sources,Source: Household Survey
LR.AG15T99,HND,2018,Data Status,Data reporting,"Literacy definition:
Literate refers to those who can read and write."
LR.AG15T99,HND,2018,Source,Data sources,Source: Household Survey
LR.AG15T99,HND,2019,Data Status,Data reporting,"Literacy definition:
Literate refers to those who can read and write."
LR.AG15T99,HND,2019,Source,Data sources,Source: Household Survey
LR.AG15T99,HND,2022,Source,Data sources,"UIS based on HS - Continous Multi-Purpose Household Survey: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 3 years and above were asked to self-assess their ability to read and write by responding yes or no."
LR.AG15T99,HND,2023,Source,Data sources,Honduras Permanent Multipurpose Household Survey (77 EPHPM) June 2023. Respondents 3 years of age and above were asked to declare whether they could read and write by responding yes or no.
LR.AG15T99,HND,2024,Source,Data sources,Honduras Permanent Multipurpose Household Survey (81 EPHPM) June 2024. Respondents 3 years of age and above were asked to declare whether they could read and write by responding yes or no.
LR.AG15T99,HRV,2001,Data Status,Data reporting,"Literacy definition:
A literate person is someone who can read and write a simple statement on his or her everyday life, i.e. someone who can read and write a letter in any language or alphabet."
LR.AG15T99,HRV,2001,Source,Data sources,Source: Population Census
LR.AG15T99,HTI,2003,Data Status,Data reporting,"Literacy definition:
1. Do you (Does he or she) know read and write? 

2. What is the highest educational level attained?"
LR.AG15T99,HTI,2003,Source,Data sources,Source: Population Census
LR.AG15T99,HTI,2012,Source,Data sources,"UIS based on HIES - Households Living Conditions Survey: ILO Harmonized Microdata, https://ilostat.ilo.org/. Respondents aged 10 years and above were asked to self-assess their ability to read and write by answering Yes, No, or I do not know."
LR.AG15T99,HTI,2017,Source,Data sources,Haiti DHS 2016-17. A literacy test was administered to men and women aged 15-64 whose highest level of educational attendance was secondary schooling or lower. The test consisted of an enumerator administered assessment on the ability of the respondent to read a short and simple sentence. Those who could partially or fully read the sentence are considered literate. Respondents above the educational attainment threshold for whom the test was not administered were imputed as literate. Literacy status was imputed via a statistical model for older age groups not covered by the assessment.
LR.AG15T99,IDN,2004,Data Status,Data reporting,"Literacy definition:
Literate persons are those who can read and write at least a simple sentence in Bahasa Indonesia."
LR.AG15T99,IDN,2004,Source,Data sources,Source: Socioeconomic Survey
LR.AG15T99,IDN,2006,Data Status,Data reporting,"Literacy definition:
Literate persons are those who are able to read the Latin alphabet and other common letters."
LR.AG15T99,IDN,2006,Source,Data sources,Source: Survey
LR.AG15T99,IDN,2008,Data Status,Data reporting,"Literacy definition:
Literacy is the ability to read and write at least a short simple sentence."
LR.AG15T99,IDN,2008,Source,Data sources,Source: Socioeconomic Survey
LR.AG15T99,IDN,2009,Data Status,Data reporting,"Literacy definition:
Literacy is defined as the ability to read and write."
LR.AG15T99,IDN,2009,Source,Data sources,Source: Socioeconomic Survey
LR.AG15T99,IDN,2010,Data Status,Data reporting,"Literacy definition:
Literacy is defined as the ability to read and write."
LR.AG15T99,IDN,2010,Source,Data sources,Source: IPUMS data
LR.AG15T99,IDN,2011,Data Status,Data reporting,"Literacy definition:
Literacy is defined as the ability to read and write."
LR.AG15T99,IDN,2011,Source,Data sources,Source: Socioeconomic Survey
LR.AG15T99,IDN,2014,Data Status,Data reporting,"Literacy definition:
Can you read and write (fill code 1 if Yes, code 2 if No): a. Latin, b. Arabic, c. other alphabet?"
LR.AG15T99,IDN,2014,Source,Data sources,Source: Socioeconomic Survey
LR.AG15T99,IDN,2015,Data Status,Data reporting,"Literacy definition:
Can you read and write (fill code 1 if Yes, code 2 if No): a. Latin, b. Arabic, c. other alphabet?"
LR.AG15T99,IDN,2015,Source,Data sources,Source: Socioeconomic Survey
LR.AG15T99,IDN,2016,Data Status,Data reporting,"Literacy definition:
Can you read and write (fill code 1 if Yes, code 2 if No): a. Latin, b. Arabic, c. other alphabet?"
LR.AG15T99,IDN,2016,Source,Data sources,Source: Socioeconomic Survey
LR.AG15T99,IDN,2018,Data Status,Data reporting,"Literacy definition:
Can you read and write (fill code 1 if Yes, code 2 if No): a. Latin, b. Arabic, c. other alphabet?"
LR.AG15T99,IDN,2018,Source,Data sources,Source: Socioeconomic Survey
LR.AG15T99,IDN,2020,Data Status,Data reporting,"Literacy definition:
Can you read and write simple sentences on daily language use? a. Latin/alphabet    b. Arabic     c. Other"
LR.AG15T99,IDN,2020,Source,Data sources,Source: Socioeconomic Survey
LR.AG15T99,IND,2001,Data Status,Data reporting,"Literacy definition:
Literate persons are those aged 7 and above who can both read and write with understanding in any language."
LR.AG15T99,IND,2001,Source,Data sources,Source: Population Census
LR.AG15T99,IND,2006,Data Status,Data reporting,"Literacy definition:
Literacy is defined as the ability to read and write."
LR.AG15T99,IND,2006,Source,Data sources,Source: Demographic and Health Survey (DHS)
