source_id,source_name,source_url,event_date,country_codes,actors,event_type,confidence,notes
311:nonaggression_pact,Correlates of War,https://correlatesofwar.org/data-sets/,1979-12-02,ETH,Yemen People's Republic,nonaggression_pact,,end_date=1990-05-22
316:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1980-10-08,RUS,Syria,alliance,,end_date=1991-12-25
317:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1981-05-13,RUS,Congo,alliance,,end_date=1991-01-01
320:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1981-08-19,ETH,Yemen People's Republic,alliance,,end_date=1986-02-01
210:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1981-12-03,USA,Antigua & Barbuda,alliance,,
227:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1981-12-10,USA,Spain,alliance,,
227:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1981-12-10,TUR,Turkey,alliance,,
210:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1982-03-03,USA,Bahamas,alliance,,
327:nonaggression_pact,Correlates of War,https://correlatesofwar.org/data-sets/,1983-05-17,ISR,Israel,nonaggression_pact,,end_date=1984-05-17
210:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1984-03-12,USA,St. Kitts and Nevis,alliance,,
333:nonaggression_pact,Correlates of War,https://correlatesofwar.org/data-sets/,1988-04-14,PAK,Pakistan,nonaggression_pact,,end_date=1989-02-11
335:nonaggression_pact,Correlates of War,https://correlatesofwar.org/data-sets/,1989-03-27,SAU,Saudi Arabia,nonaggression_pact,,end_date=1990-08-02
199:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1989-05-22,EGY,Oman,alliance,,
230:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1989-05-22,EGY,United Arab Emirates,alliance,,
210:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1989-11-13,USA,Canada,alliance,,
199:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1990-05-22,EGY,Yemen,alliance,,
199:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1990-05-22,SAU,Yemen,alliance,,
230:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1990-05-22,EGY,Yemen,alliance,,
230:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1990-05-22,SAU,Yemen,alliance,,
227:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1990-10-03,USA,Germany,alliance,,
227:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1990-10-03,TUR,Turkey,alliance,,
336:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1990-10-29,RUS,Russia,alliance,,end_date=1991-12-25
337:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1990-11-09,RUS,Russia,alliance,,
338:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1990-11-18,RUS,Russia,alliance,,end_date=1991-12-25
210:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1991-01-08,USA,Guyana,alliance,,
340:neutrality_pact,Correlates of War,https://correlatesofwar.org/data-sets/,1991-09-19,TUR,Turkey,neutrality_pact,,
343:neutrality_pact,Correlates of War,https://correlatesofwar.org/data-sets/,1991-12-06,UKR,Ukraine,neutrality_pact,,
345:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1992-01-20,RUS,Finland,alliance,,
347:entente,Correlates of War,https://correlatesofwar.org/data-sets/,1992-02-06,RUS,Russia,entente,,
348:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1992-05-06,TUR,Turkey,alliance,,
350:defense_pact,Correlates of War,https://correlatesofwar.org/data-sets/,1992-05-15,RUS,Kazakhstan,defense_pact,,
351:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1992-05-18,UKR,Ukraine,alliance,,
352:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1992-05-22,RUS,Russia,alliance,,
353:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1992-05-25,RUS,Kazakhstan,alliance,,
354:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1992-05-25,RUS|TUR,Turkey,alliance,,
355:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1992-05-30,RUS,Uzbekistan,alliance,,
356:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1992-06-01,TUR,Turkey,alliance,,
357:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1992-06-10,RUS,Kyrgyzstan,alliance,,
358:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1992-06-19,RUS,Russia,alliance,,
363:defense_pact,Correlates of War,https://correlatesofwar.org/data-sets/,1992-07-31,RUS,Turkmenistan,defense_pact,,end_date=2002-07-31
364:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1992-08-04,RUS,Russia,alliance,,
366:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1992-10-23,UKR,Ukraine,alliance,,
371:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1993-05-25,RUS,Tajikistan,alliance,,
372:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1993-06-30,UKR,Ukraine,alliance,,
376:neutrality_pact,Correlates of War,https://correlatesofwar.org/data-sets/,1994-02-08,UKR,Ukraine,neutrality_pact,,
377:defense_pact,Correlates of War,https://correlatesofwar.org/data-sets/,1994-02-09,TUR,Turkey,defense_pact,,
379:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1994-07-16,TUR,Turkey,alliance,,
380:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1994-10-26,ISR,Israel,alliance,,
349:defense_pact,Correlates of War,https://correlatesofwar.org/data-sets/,1995-02-10,RUS,Kazakhstan,defense_pact,,
349:defense_pact,Correlates of War,https://correlatesofwar.org/data-sets/,1995-02-10,UKR,Kazakhstan,defense_pact,,
349:defense_pact,Correlates of War,https://correlatesofwar.org/data-sets/,1995-02-10,RUS|UKR,Ukraine,defense_pact,,
384:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1995-05-23,UKR,Ukraine,alliance,,
389:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1996-04-27,RUS,Kazakhstan,alliance,,
389:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1996-04-27,CHN,China,alliance,,
390:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1996-05-14,UKR,Armenia,alliance,,
393:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1997-04-02,RUS,Belarus,alliance,,
227:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1999-03-12,USA,Czech Republic,alliance,,
227:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,1999-03-12,TUR,Turkey,alliance,,
397:entente,Correlates of War,https://correlatesofwar.org/data-sets/,2000-02-09,RUS,North Korea,entente,,
368:nonaggression_pact,Correlates of War,https://correlatesofwar.org/data-sets/,2000-11-14,RUS,Mongolia,nonaggression_pact,,
399:nonaggression_pact,Correlates of War,https://correlatesofwar.org/data-sets/,2000-12-12,ETH,Eritrea,nonaggression_pact,,
400:defense_pact,Correlates of War,https://correlatesofwar.org/data-sets/,2000-12-31,SAU,Oman,defense_pact,,
389:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,2001-06-15,RUS,Uzbekistan,alliance,,
389:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,2001-06-15,CHN,China,alliance,,
401:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,2002-04-23,RUS,Turkmenistan,alliance,,
402:nonaggression_pact,Correlates of War,https://correlatesofwar.org/data-sets/,2002-12-22,IRN,Uzbekistan,nonaggression_pact,,
402:nonaggression_pact,Correlates of War,https://correlatesofwar.org/data-sets/,2002-12-22,CHN,China,nonaggression_pact,,
402:nonaggression_pact,Correlates of War,https://correlatesofwar.org/data-sets/,2002-12-22,PAK,Pakistan,nonaggression_pact,,
403:nonaggression_pact,Correlates of War,https://correlatesofwar.org/data-sets/,2004-07-16,RUS,Georgia,nonaggression_pact,,end_date=2008-06-14
404:nonaggression_pact,Correlates of War,https://correlatesofwar.org/data-sets/,2005-05-16,IRN,Iran,nonaggression_pact,,
405:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,2005-11-14,RUS,Uzbekistan,alliance,,
406:entente,Correlates of War,https://correlatesofwar.org/data-sets/,2006-06-15,IRN,Syria,entente,,
410:defense_pact,Correlates of War,https://correlatesofwar.org/data-sets/,2009-02-03,RUS,Belarus,defense_pact,,
411:alliance,Correlates of War,https://correlatesofwar.org/data-sets/,2010-08-20,RUS,Russia,alliance,,
411:entente,Correlates of War,https://correlatesofwar.org/data-sets/,2010-08-20,RUS,Armenia,entente,,
