source_id,source_name,source_url,event_date,country_codes,actors,event_type,confidence,notes
792:1991,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:1992,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:1993,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:1994,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:1995,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:1996,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:1997,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:1998,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:1999,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:2000,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=2(war); type_of_conflict=3
792:2001,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:2002,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=2(war); type_of_conflict=3
792:2003,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=2(war); type_of_conflict=3
792:2004,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=2(war); type_of_conflict=3
792:2005,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=2(war); type_of_conflict=3
792:2006,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:2007,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:2008,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:2009,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:2010,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:2011,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:2012,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:2013,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:2014,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:2015,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:2016,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:2017,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:2018,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:2019,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:2020,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:2021,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:2022,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:2023,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
792:2024,UCDP,https://ucdp.uu.se/downloads/,1984-02-06,IND,Government of India|Kashmir insurgents,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
731:1984,UCDP,https://ucdp.uu.se/downloads/,1984-12-31,RUS,Government of Afghanistan|Harakat-i Islami-yi Afghanistan,4,,location=Afghanistan; intensity_level=1(minor_conflict); type_of_conflict=4
770:2008,UCDP,https://ucdp.uu.se/downloads/,1985-11-12,IND,Government of India|KCP,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
770:2009,UCDP,https://ucdp.uu.se/downloads/,1985-11-12,IND,Government of India|KCP,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
891:1990,UCDP,https://ucdp.uu.se/downloads/,1986-09-30,ISR,Government of Israel|Hezbollah,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
891:1991,UCDP,https://ucdp.uu.se/downloads/,1986-09-30,ISR,Government of Israel|Hezbollah,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
891:1992,UCDP,https://ucdp.uu.se/downloads/,1986-09-30,ISR,Government of Israel|Hezbollah,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
891:1993,UCDP,https://ucdp.uu.se/downloads/,1986-09-30,ISR,Government of Israel|Hezbollah,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
891:1994,UCDP,https://ucdp.uu.se/downloads/,1986-09-30,ISR,Government of Israel|Hezbollah,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
891:1995,UCDP,https://ucdp.uu.se/downloads/,1986-09-30,ISR,Government of Israel|Hezbollah,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
891:1996,UCDP,https://ucdp.uu.se/downloads/,1986-09-30,ISR,Government of Israel|Hezbollah,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
891:1997,UCDP,https://ucdp.uu.se/downloads/,1986-09-30,ISR,Government of Israel|Hezbollah,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
891:1998,UCDP,https://ucdp.uu.se/downloads/,1986-09-30,ISR,Government of Israel|Hezbollah,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
891:1999,UCDP,https://ucdp.uu.se/downloads/,1986-09-30,ISR,Government of Israel|Hezbollah,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
891:2000,UCDP,https://ucdp.uu.se/downloads/,1986-09-30,ISR,Government of Israel|Hezbollah,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
891:2006,UCDP,https://ucdp.uu.se/downloads/,1986-09-30,ISR,Government of Israel|Hezbollah,internationalized_intrastate_conflict,,location=Israel; intensity_level=2(war); type_of_conflict=3
891:2023,UCDP,https://ucdp.uu.se/downloads/,1986-09-30,ISR,Government of Israel|Hezbollah,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
891:2024,UCDP,https://ucdp.uu.se/downloads/,1986-09-30,ISR,Government of Israel|Hezbollah,internationalized_intrastate_conflict,,location=Israel; intensity_level=2(war); type_of_conflict=3
451:1991,UCDP,https://ucdp.uu.se/downloads/,1987-07-29,IND,Government of India|PWG,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
451:1992,UCDP,https://ucdp.uu.se/downloads/,1987-07-29,IND,Government of India|PWG,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
451:1993,UCDP,https://ucdp.uu.se/downloads/,1987-07-29,IND,Government of India|PWG,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
451:1994,UCDP,https://ucdp.uu.se/downloads/,1987-07-29,IND,Government of India|PWG,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
451:1996,UCDP,https://ucdp.uu.se/downloads/,1987-07-29,IND,Government of India|PWG,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
451:1997,UCDP,https://ucdp.uu.se/downloads/,1987-07-29,IND,Government of India|PWG,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
451:1998,UCDP,https://ucdp.uu.se/downloads/,1987-07-29,IND,Government of India|PWG,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
451:1999,UCDP,https://ucdp.uu.se/downloads/,1987-07-29,IND,Government of India|PWG,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
451:2000,UCDP,https://ucdp.uu.se/downloads/,1987-07-29,IND,Government of India|PWG,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
451:2001,UCDP,https://ucdp.uu.se/downloads/,1987-07-29,IND,Government of India|PWG,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
451:2002,UCDP,https://ucdp.uu.se/downloads/,1987-07-29,IND,Government of India|PWG,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
451:2003,UCDP,https://ucdp.uu.se/downloads/,1987-07-29,IND,Government of India|PWG,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
451:2004,UCDP,https://ucdp.uu.se/downloads/,1987-07-29,IND,Government of India|PWG,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
478:1995,UCDP,https://ucdp.uu.se/downloads/,1987-08-31,ISR,Government of Israel|PIJ,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
478:2001,UCDP,https://ucdp.uu.se/downloads/,1987-08-31,ISR,Government of Israel|PIJ,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
478:2002,UCDP,https://ucdp.uu.se/downloads/,1987-08-31,ISR,Government of Israel|PIJ,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
478:2003,UCDP,https://ucdp.uu.se/downloads/,1987-08-31,ISR,Government of Israel|PIJ,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
478:2004,UCDP,https://ucdp.uu.se/downloads/,1987-08-31,ISR,Government of Israel|PIJ,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
478:2005,UCDP,https://ucdp.uu.se/downloads/,1987-08-31,ISR,Government of Israel|PIJ,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
478:2006,UCDP,https://ucdp.uu.se/downloads/,1987-08-31,ISR,Government of Israel|PIJ,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
478:2007,UCDP,https://ucdp.uu.se/downloads/,1987-08-31,ISR,Government of Israel|PIJ,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
478:2008,UCDP,https://ucdp.uu.se/downloads/,1987-08-31,ISR,Government of Israel|PIJ,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
478:2009,UCDP,https://ucdp.uu.se/downloads/,1987-08-31,ISR,Government of Israel|PIJ,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
478:2010,UCDP,https://ucdp.uu.se/downloads/,1987-08-31,ISR,Government of Israel|PIJ,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
478:2011,UCDP,https://ucdp.uu.se/downloads/,1987-08-31,ISR,Government of Israel|PIJ,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
478:2012,UCDP,https://ucdp.uu.se/downloads/,1987-08-31,ISR,Government of Israel|PIJ,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
478:2014,UCDP,https://ucdp.uu.se/downloads/,1987-08-31,ISR,Government of Israel|PIJ,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
478:2019,UCDP,https://ucdp.uu.se/downloads/,1987-08-31,ISR,Government of Israel|PIJ,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
478:2021,UCDP,https://ucdp.uu.se/downloads/,1987-08-31,ISR,Government of Israel|PIJ,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
478:2022,UCDP,https://ucdp.uu.se/downloads/,1987-08-31,ISR,Government of Israel|PIJ,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
478:2023,UCDP,https://ucdp.uu.se/downloads/,1987-08-31,ISR,Government of Israel|PIJ,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
478:2024,UCDP,https://ucdp.uu.se/downloads/,1987-08-31,ISR,Government of Israel|PIJ,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
822:1991,UCDP,https://ucdp.uu.se/downloads/,1987-12-31,TUR,Government of Turkey|DHKP-C,internationalized_intrastate_conflict,,location=Turkey; intensity_level=1(minor_conflict); type_of_conflict=3
822:1992,UCDP,https://ucdp.uu.se/downloads/,1987-12-31,TUR,Government of Turkey|DHKP-C,internationalized_intrastate_conflict,,location=Turkey; intensity_level=1(minor_conflict); type_of_conflict=3
822:1993,UCDP,https://ucdp.uu.se/downloads/,1987-12-31,TUR,Government of Turkey|DHKP-C,internationalized_intrastate_conflict,,location=Turkey; intensity_level=1(minor_conflict); type_of_conflict=3
823:2005,UCDP,https://ucdp.uu.se/downloads/,1987-12-31,TUR,Government of Turkey|MKP,internationalized_intrastate_conflict,,location=Turkey; intensity_level=1(minor_conflict); type_of_conflict=3
558:1989,UCDP,https://ucdp.uu.se/downloads/,1989-01-08,ETH,Government of Ethiopia|EPRDF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=2(war); type_of_conflict=3
558:1990,UCDP,https://ucdp.uu.se/downloads/,1989-01-08,ETH,Government of Ethiopia|EPRDF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=2(war); type_of_conflict=3
558:1991,UCDP,https://ucdp.uu.se/downloads/,1989-01-08,ETH,Government of Ethiopia|EPRDF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=2(war); type_of_conflict=3
474:1989,UCDP,https://ucdp.uu.se/downloads/,1989-02-05,ISR,Government of Israel|PFLP,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
474:2001,UCDP,https://ucdp.uu.se/downloads/,1989-02-05,ISR,Government of Israel|PFLP,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
884:1989,UCDP,https://ucdp.uu.se/downloads/,1989-02-16,IND,Government of India|ABSU,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
884:1990,UCDP,https://ucdp.uu.se/downloads/,1989-02-16,IND,Government of India|ABSU,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
477:1993,UCDP,https://ucdp.uu.se/downloads/,1989-05-03,ISR,Government of Israel|Hamas,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
477:1994,UCDP,https://ucdp.uu.se/downloads/,1989-05-03,ISR,Government of Israel|Hamas,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
477:2001,UCDP,https://ucdp.uu.se/downloads/,1989-05-03,ISR,Government of Israel|Hamas,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
477:2002,UCDP,https://ucdp.uu.se/downloads/,1989-05-03,ISR,Government of Israel|Hamas,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
477:2003,UCDP,https://ucdp.uu.se/downloads/,1989-05-03,ISR,Government of Israel|Hamas,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
477:2004,UCDP,https://ucdp.uu.se/downloads/,1989-05-03,ISR,Government of Israel|Hamas,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
477:2005,UCDP,https://ucdp.uu.se/downloads/,1989-05-03,ISR,Government of Israel|Hamas,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
477:2006,UCDP,https://ucdp.uu.se/downloads/,1989-05-03,ISR,Government of Israel|Hamas,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
477:2007,UCDP,https://ucdp.uu.se/downloads/,1989-05-03,ISR,Government of Israel|Hamas,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
477:2008,UCDP,https://ucdp.uu.se/downloads/,1989-05-03,ISR,Government of Israel|Hamas,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
477:2009,UCDP,https://ucdp.uu.se/downloads/,1989-05-03,ISR,Government of Israel|Hamas,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
477:2011,UCDP,https://ucdp.uu.se/downloads/,1989-05-03,ISR,Government of Israel|Hamas,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
477:2012,UCDP,https://ucdp.uu.se/downloads/,1989-05-03,ISR,Government of Israel|Hamas,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
477:2014,UCDP,https://ucdp.uu.se/downloads/,1989-05-03,ISR,Government of Israel|Hamas,internationalized_intrastate_conflict,,location=Israel; intensity_level=2(war); type_of_conflict=3
477:2018,UCDP,https://ucdp.uu.se/downloads/,1989-05-03,ISR,Government of Israel|Hamas,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
477:2021,UCDP,https://ucdp.uu.se/downloads/,1989-05-03,ISR,Government of Israel|Hamas,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
477:2023,UCDP,https://ucdp.uu.se/downloads/,1989-05-03,ISR,Government of Israel|Hamas,4,,location=Israel; intensity_level=2(war); type_of_conflict=4
477:2024,UCDP,https://ucdp.uu.se/downloads/,1989-05-03,ISR,Government of Israel|Hamas,4,,location=Israel; intensity_level=2(war); type_of_conflict=4
559:1989,UCDP,https://ucdp.uu.se/downloads/,1989-05-16,ETH,Government of Ethiopia|Military faction (forces of Amsha Desta and Merid Negusie),internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
732:1989,UCDP,https://ucdp.uu.se/downloads/,1989-07-12,RUS,Government of Afghanistan|Hizb-i Wahdat,4,,location=Afghanistan; intensity_level=1(minor_conflict); type_of_conflict=4
796:1989,UCDP,https://ucdp.uu.se/downloads/,1989-12-16,USA,Government of Panama|Government of United States of America,interstate_conflict,,"location=Panama, United States of America; intensity_level=1(minor_conflict); type_of_conflict=2"
807:1990,UCDP,https://ucdp.uu.se/downloads/,1990-01-19,RUS,Government of Russia (Soviet Union)|Republic of Armenia,internationalized_intrastate_conflict,,location=Russia (Soviet Union); intensity_level=1(minor_conflict); type_of_conflict=3
807:1991,UCDP,https://ucdp.uu.se/downloads/,1990-01-19,RUS,Government of Russia (Soviet Union)|Republic of Armenia,internationalized_intrastate_conflict,,location=Russia (Soviet Union); intensity_level=1(minor_conflict); type_of_conflict=3
808:1990,UCDP,https://ucdp.uu.se/downloads/,1990-01-20,RUS,Government of Russia (Soviet Union)|APF,internationalized_intrastate_conflict,,location=Russia (Soviet Union); intensity_level=1(minor_conflict); type_of_conflict=3
855:1990,UCDP,https://ucdp.uu.se/downloads/,1990-02-11,PAK,Government of Pakistan|MQM,internationalized_intrastate_conflict,,location=Pakistan; intensity_level=1(minor_conflict); type_of_conflict=3
855:1994,UCDP,https://ucdp.uu.se/downloads/,1990-02-11,PAK,Government of Pakistan|MQM,internationalized_intrastate_conflict,,location=Pakistan; intensity_level=1(minor_conflict); type_of_conflict=3
855:1995,UCDP,https://ucdp.uu.se/downloads/,1990-02-11,PAK,Government of Pakistan|MQM,internationalized_intrastate_conflict,,location=Pakistan; intensity_level=1(minor_conflict); type_of_conflict=3
855:1996,UCDP,https://ucdp.uu.se/downloads/,1990-02-11,PAK,Government of Pakistan|MQM,internationalized_intrastate_conflict,,location=Pakistan; intensity_level=1(minor_conflict); type_of_conflict=3
16900:2000,UCDP,https://ucdp.uu.se/downloads/,1990-05-31,TUR,Government of Turkey|TKP-ML,internationalized_intrastate_conflict,,location=Turkey; intensity_level=1(minor_conflict); type_of_conflict=3
799:1991,UCDP,https://ucdp.uu.se/downloads/,1990-08-02,EGY|PAK|SAU|TUR|USA,Government of Iraq|Government of Kuwait,interstate_conflict,,"location=Iraq, Kuwait; intensity_level=2(war); type_of_conflict=2"
12104:1991,UCDP,https://ucdp.uu.se/downloads/,1991-06-02,ETH,Government of Ethiopia|Forces of Harar garrison,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
10006:1991,UCDP,https://ucdp.uu.se/downloads/,1991-10-10,ETH,Government of Ethiopia|IGLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
833:2020,UCDP,https://ucdp.uu.se/downloads/,1991-12-29,TUR,Government of Azerbaijan|Republic of Artsakh,4,,location=Azerbaijan; intensity_level=2(war); type_of_conflict=4
452:1999,UCDP,https://ucdp.uu.se/downloads/,1992-02-12,IND,Government of India|MCC,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
452:2000,UCDP,https://ucdp.uu.se/downloads/,1992-02-12,IND,Government of India|MCC,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
452:2001,UCDP,https://ucdp.uu.se/downloads/,1992-02-12,IND,Government of India|MCC,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
452:2002,UCDP,https://ucdp.uu.se/downloads/,1992-02-12,IND,Government of India|MCC,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
452:2003,UCDP,https://ucdp.uu.se/downloads/,1992-02-12,IND,Government of India|MCC,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
452:2004,UCDP,https://ucdp.uu.se/downloads/,1992-02-12,IND,Government of India|MCC,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
842:1993,UCDP,https://ucdp.uu.se/downloads/,1992-05-05,RUS,Government of Tajikistan|UTO,4,,location=Tajikistan; intensity_level=2(war); type_of_conflict=4
842:1994,UCDP,https://ucdp.uu.se/downloads/,1992-05-05,RUS,Government of Tajikistan|UTO,4,,location=Tajikistan; intensity_level=1(minor_conflict); type_of_conflict=4
842:1995,UCDP,https://ucdp.uu.se/downloads/,1992-05-05,RUS,Government of Tajikistan|UTO,4,,location=Tajikistan; intensity_level=1(minor_conflict); type_of_conflict=4
842:1996,UCDP,https://ucdp.uu.se/downloads/,1992-05-05,RUS,Government of Tajikistan|UTO,4,,location=Tajikistan; intensity_level=2(war); type_of_conflict=4
840:2008,UCDP,https://ucdp.uu.se/downloads/,1992-05-12,RUS,Government of Georgia|Republic of South Ossetia,4,,location=Georgia; intensity_level=1(minor_conflict); type_of_conflict=4
739:1992,UCDP,https://ucdp.uu.se/downloads/,1992-10-04,IND,Government of India|ATTF,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
739:1997,UCDP,https://ucdp.uu.se/downloads/,1992-10-04,IND,Government of India|ATTF,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
885:1994,UCDP,https://ucdp.uu.se/downloads/,1992-10-08,IND,Government of India|NDFB,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
885:1996,UCDP,https://ucdp.uu.se/downloads/,1992-10-08,IND,Government of India|NDFB,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
885:1997,UCDP,https://ucdp.uu.se/downloads/,1992-10-08,IND,Government of India|NDFB,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
885:1998,UCDP,https://ucdp.uu.se/downloads/,1992-10-08,IND,Government of India|NDFB,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
885:1999,UCDP,https://ucdp.uu.se/downloads/,1992-10-08,IND,Government of India|NDFB,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
885:2001,UCDP,https://ucdp.uu.se/downloads/,1992-10-08,IND,Government of India|NDFB,internationalized_intrastate_conflict,,location=India; intensity_level=1(minor_conflict); type_of_conflict=3
