source_id,source_name,source_url,event_date,country_codes,actors,event_type,confidence,notes
753:1987,UCDP,https://ucdp.uu.se/downloads/,1972-08-13,IRN,Government of Iran|MEK,internationalized_intrastate_conflict,,location=Iran; intensity_level=1(minor_conflict); type_of_conflict=3
753:1988,UCDP,https://ucdp.uu.se/downloads/,1972-08-13,IRN,Government of Iran|MEK,internationalized_intrastate_conflict,,location=Iran; intensity_level=1(minor_conflict); type_of_conflict=3
753:1991,UCDP,https://ucdp.uu.se/downloads/,1972-08-13,IRN,Government of Iran|MEK,internationalized_intrastate_conflict,,location=Iran; intensity_level=1(minor_conflict); type_of_conflict=3
753:1993,UCDP,https://ucdp.uu.se/downloads/,1972-08-13,IRN,Government of Iran|MEK,internationalized_intrastate_conflict,,location=Iran; intensity_level=1(minor_conflict); type_of_conflict=3
753:1997,UCDP,https://ucdp.uu.se/downloads/,1972-08-13,IRN,Government of Iran|MEK,internationalized_intrastate_conflict,,location=Iran; intensity_level=1(minor_conflict); type_of_conflict=3
753:1999,UCDP,https://ucdp.uu.se/downloads/,1972-08-13,IRN,Government of Iran|MEK,internationalized_intrastate_conflict,,location=Iran; intensity_level=1(minor_conflict); type_of_conflict=3
753:2000,UCDP,https://ucdp.uu.se/downloads/,1972-08-13,IRN,Government of Iran|MEK,internationalized_intrastate_conflict,,location=Iran; intensity_level=1(minor_conflict); type_of_conflict=3
753:2001,UCDP,https://ucdp.uu.se/downloads/,1972-08-13,IRN,Government of Iran|MEK,internationalized_intrastate_conflict,,location=Iran; intensity_level=1(minor_conflict); type_of_conflict=3
708:1974,UCDP,https://ucdp.uu.se/downloads/,1973-05-18,PAK,Government of Pakistan|BLF,internationalized_intrastate_conflict,,location=Pakistan; intensity_level=2(war); type_of_conflict=3
708:1975,UCDP,https://ucdp.uu.se/downloads/,1973-05-18,PAK,Government of Pakistan|BLF,internationalized_intrastate_conflict,,location=Pakistan; intensity_level=1(minor_conflict); type_of_conflict=3
708:1976,UCDP,https://ucdp.uu.se/downloads/,1973-05-18,PAK,Government of Pakistan|BLF,internationalized_intrastate_conflict,,location=Pakistan; intensity_level=1(minor_conflict); type_of_conflict=3
708:1977,UCDP,https://ucdp.uu.se/downloads/,1973-05-18,PAK,Government of Pakistan|BLF,internationalized_intrastate_conflict,,location=Pakistan; intensity_level=1(minor_conflict); type_of_conflict=3
708:2012,UCDP,https://ucdp.uu.se/downloads/,1973-05-18,PAK,Government of Pakistan|BLF,internationalized_intrastate_conflict,,location=Pakistan; intensity_level=1(minor_conflict); type_of_conflict=3
708:2015,UCDP,https://ucdp.uu.se/downloads/,1973-05-18,PAK,Government of Pakistan|BLF,internationalized_intrastate_conflict,,location=Pakistan; intensity_level=1(minor_conflict); type_of_conflict=3
475:1989,UCDP,https://ucdp.uu.se/downloads/,1973-07-31,ISR,Government of Israel|PFLP-GC,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
571:1973,UCDP,https://ucdp.uu.se/downloads/,1973-09-30,ETH,Government of Ethiopia|EPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
571:1975,UCDP,https://ucdp.uu.se/downloads/,1973-09-30,ETH,Government of Ethiopia|EPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=2(war); type_of_conflict=3
571:1976,UCDP,https://ucdp.uu.se/downloads/,1973-09-30,ETH,Government of Ethiopia|EPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=2(war); type_of_conflict=3
571:1977,UCDP,https://ucdp.uu.se/downloads/,1973-09-30,ETH,Government of Ethiopia|EPLF,4,,location=Ethiopia; intensity_level=2(war); type_of_conflict=4
571:1978,UCDP,https://ucdp.uu.se/downloads/,1973-09-30,ETH,Government of Ethiopia|EPLF,4,,location=Ethiopia; intensity_level=2(war); type_of_conflict=4
571:1979,UCDP,https://ucdp.uu.se/downloads/,1973-09-30,ETH,Government of Ethiopia|EPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=2(war); type_of_conflict=3
571:1980,UCDP,https://ucdp.uu.se/downloads/,1973-09-30,ETH,Government of Ethiopia|EPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
571:1981,UCDP,https://ucdp.uu.se/downloads/,1973-09-30,ETH,Government of Ethiopia|EPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
571:1982,UCDP,https://ucdp.uu.se/downloads/,1973-09-30,ETH,Government of Ethiopia|EPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=2(war); type_of_conflict=3
571:1983,UCDP,https://ucdp.uu.se/downloads/,1973-09-30,ETH,Government of Ethiopia|EPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=2(war); type_of_conflict=3
571:1984,UCDP,https://ucdp.uu.se/downloads/,1973-09-30,ETH,Government of Ethiopia|EPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=2(war); type_of_conflict=3
571:1985,UCDP,https://ucdp.uu.se/downloads/,1973-09-30,ETH,Government of Ethiopia|EPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=2(war); type_of_conflict=3
571:1986,UCDP,https://ucdp.uu.se/downloads/,1973-09-30,ETH,Government of Ethiopia|EPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
571:1987,UCDP,https://ucdp.uu.se/downloads/,1973-09-30,ETH,Government of Ethiopia|EPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=2(war); type_of_conflict=3
571:1988,UCDP,https://ucdp.uu.se/downloads/,1973-09-30,ETH,Government of Ethiopia|EPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=2(war); type_of_conflict=3
571:1989,UCDP,https://ucdp.uu.se/downloads/,1973-09-30,ETH,Government of Ethiopia|EPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=2(war); type_of_conflict=3
571:1990,UCDP,https://ucdp.uu.se/downloads/,1973-09-30,ETH,Government of Ethiopia|EPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=2(war); type_of_conflict=3
571:1991,UCDP,https://ucdp.uu.se/downloads/,1973-09-30,ETH,Government of Ethiopia|EPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=2(war); type_of_conflict=3
737:1974,UCDP,https://ucdp.uu.se/downloads/,1974-01-19,CHN,Government of China|Government of Vietnam (North Vietnam),interstate_conflict,,"location=China, Vietnam (North Vietnam); intensity_level=1(minor_conflict); type_of_conflict=2"
737:1978,UCDP,https://ucdp.uu.se/downloads/,1974-01-19,CHN,Government of China|Government of Vietnam (North Vietnam),interstate_conflict,,"location=China, Vietnam (North Vietnam); intensity_level=1(minor_conflict); type_of_conflict=2"
737:1979,UCDP,https://ucdp.uu.se/downloads/,1974-01-19,CHN,Government of China|Government of Vietnam (North Vietnam),interstate_conflict,,"location=China, Vietnam (North Vietnam); intensity_level=2(war); type_of_conflict=2"
737:1980,UCDP,https://ucdp.uu.se/downloads/,1974-01-19,CHN,Government of China|Government of Vietnam (North Vietnam),interstate_conflict,,"location=China, Vietnam (North Vietnam); intensity_level=1(minor_conflict); type_of_conflict=2"
737:1981,UCDP,https://ucdp.uu.se/downloads/,1974-01-19,CHN,Government of China|Government of Vietnam (North Vietnam),interstate_conflict,,"location=China, Vietnam (North Vietnam); intensity_level=1(minor_conflict); type_of_conflict=2"
737:1983,UCDP,https://ucdp.uu.se/downloads/,1974-01-19,CHN,Government of China|Government of Vietnam (North Vietnam),interstate_conflict,,"location=China, Vietnam (North Vietnam); intensity_level=1(minor_conflict); type_of_conflict=2"
737:1984,UCDP,https://ucdp.uu.se/downloads/,1974-01-19,CHN,Government of China|Government of Vietnam (North Vietnam),interstate_conflict,,"location=China, Vietnam (North Vietnam); intensity_level=1(minor_conflict); type_of_conflict=2"
737:1986,UCDP,https://ucdp.uu.se/downloads/,1974-01-19,CHN,Government of China|Government of Vietnam (North Vietnam),interstate_conflict,,"location=China, Vietnam (North Vietnam); intensity_level=1(minor_conflict); type_of_conflict=2"
737:1987,UCDP,https://ucdp.uu.se/downloads/,1974-01-19,CHN,Government of China|Government of Vietnam (North Vietnam),interstate_conflict,,"location=China, Vietnam (North Vietnam); intensity_level=1(minor_conflict); type_of_conflict=2"
737:1988,UCDP,https://ucdp.uu.se/downloads/,1974-01-19,CHN,Government of China|Government of Vietnam (North Vietnam),interstate_conflict,,"location=China, Vietnam (North Vietnam); intensity_level=1(minor_conflict); type_of_conflict=2"
706:1974,UCDP,https://ucdp.uu.se/downloads/,1974-06-20,TUR,Government of Cyprus|Government of Turkey,interstate_conflict,,"location=Cyprus, Turkey; intensity_level=2(war); type_of_conflict=2"
869:1977,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:1978,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:1980,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,4,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=4
869:1981,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=2(war); type_of_conflict=3
869:1983,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:1984,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:1985,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:1986,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:1987,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:1988,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:1989,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:1990,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:1991,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:1992,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:1994,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:1995,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:1998,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:1999,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:2000,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:2001,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:2002,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:2003,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:2004,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:2005,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:2006,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:2007,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:2008,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:2009,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:2010,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:2011,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:2012,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:2013,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:2015,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
869:2016,UCDP,https://ucdp.uu.se/downloads/,1974-08-31,ETH,Government of Ethiopia|OLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
473:1974,UCDP,https://ucdp.uu.se/downloads/,1974-12-31,ISR,Government of Israel|Rejectionist Front,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
473:1975,UCDP,https://ucdp.uu.se/downloads/,1974-12-31,ISR,Government of Israel|Rejectionist Front,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
473:1976,UCDP,https://ucdp.uu.se/downloads/,1974-12-31,ISR,Government of Israel|Rejectionist Front,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
473:1977,UCDP,https://ucdp.uu.se/downloads/,1974-12-31,ISR,Government of Israel|Rejectionist Front,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
473:1978,UCDP,https://ucdp.uu.se/downloads/,1974-12-31,ISR,Government of Israel|Rejectionist Front,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
473:1979,UCDP,https://ucdp.uu.se/downloads/,1974-12-31,ISR,Government of Israel|Rejectionist Front,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
473:1980,UCDP,https://ucdp.uu.se/downloads/,1974-12-31,ISR,Government of Israel|Rejectionist Front,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
473:1981,UCDP,https://ucdp.uu.se/downloads/,1974-12-31,ISR,Government of Israel|Rejectionist Front,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
473:1982,UCDP,https://ucdp.uu.se/downloads/,1974-12-31,ISR,Government of Israel|Rejectionist Front,4,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=4
473:1983,UCDP,https://ucdp.uu.se/downloads/,1974-12-31,ISR,Government of Israel|Rejectionist Front,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
473:1984,UCDP,https://ucdp.uu.se/downloads/,1974-12-31,ISR,Government of Israel|Rejectionist Front,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
473:1985,UCDP,https://ucdp.uu.se/downloads/,1974-12-31,ISR,Government of Israel|Rejectionist Front,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
473:1986,UCDP,https://ucdp.uu.se/downloads/,1974-12-31,ISR,Government of Israel|Rejectionist Front,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
473:1987,UCDP,https://ucdp.uu.se/downloads/,1974-12-31,ISR,Government of Israel|Rejectionist Front,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
473:1988,UCDP,https://ucdp.uu.se/downloads/,1974-12-31,ISR,Government of Israel|Rejectionist Front,internationalized_intrastate_conflict,,location=Israel; intensity_level=1(minor_conflict); type_of_conflict=3
790:1975,UCDP,https://ucdp.uu.se/downloads/,1975-06-30,ETH,Government of Ethiopia|ALF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
790:1976,UCDP,https://ucdp.uu.se/downloads/,1975-06-30,ETH,Government of Ethiopia|ALF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
724:1980,UCDP,https://ucdp.uu.se/downloads/,1975-07-02,RUS,Government of Afghanistan|Jam'iyyat-i Islami-yi Afghanistan,4,,location=Afghanistan; intensity_level=2(war); type_of_conflict=4
724:1981,UCDP,https://ucdp.uu.se/downloads/,1975-07-02,RUS,Government of Afghanistan|Jam'iyyat-i Islami-yi Afghanistan,4,,location=Afghanistan; intensity_level=2(war); type_of_conflict=4
724:1982,UCDP,https://ucdp.uu.se/downloads/,1975-07-02,RUS,Government of Afghanistan|Jam'iyyat-i Islami-yi Afghanistan,4,,location=Afghanistan; intensity_level=2(war); type_of_conflict=4
724:1983,UCDP,https://ucdp.uu.se/downloads/,1975-07-02,RUS,Government of Afghanistan|Jam'iyyat-i Islami-yi Afghanistan,4,,location=Afghanistan; intensity_level=2(war); type_of_conflict=4
724:1984,UCDP,https://ucdp.uu.se/downloads/,1975-07-02,RUS,Government of Afghanistan|Jam'iyyat-i Islami-yi Afghanistan,4,,location=Afghanistan; intensity_level=2(war); type_of_conflict=4
724:1985,UCDP,https://ucdp.uu.se/downloads/,1975-07-02,RUS,Government of Afghanistan|Jam'iyyat-i Islami-yi Afghanistan,4,,location=Afghanistan; intensity_level=2(war); type_of_conflict=4
724:1986,UCDP,https://ucdp.uu.se/downloads/,1975-07-02,RUS,Government of Afghanistan|Jam'iyyat-i Islami-yi Afghanistan,4,,location=Afghanistan; intensity_level=2(war); type_of_conflict=4
724:1987,UCDP,https://ucdp.uu.se/downloads/,1975-07-02,RUS,Government of Afghanistan|Jam'iyyat-i Islami-yi Afghanistan,4,,location=Afghanistan; intensity_level=2(war); type_of_conflict=4
724:1988,UCDP,https://ucdp.uu.se/downloads/,1975-07-02,RUS,Government of Afghanistan|Jam'iyyat-i Islami-yi Afghanistan,4,,location=Afghanistan; intensity_level=2(war); type_of_conflict=4
724:1989,UCDP,https://ucdp.uu.se/downloads/,1975-07-02,RUS,Government of Afghanistan|Jam'iyyat-i Islami-yi Afghanistan,4,,location=Afghanistan; intensity_level=2(war); type_of_conflict=4
555:1976,UCDP,https://ucdp.uu.se/downloads/,1975-08-27,ETH,Government of Ethiopia|TPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=2(war); type_of_conflict=3
555:1978,UCDP,https://ucdp.uu.se/downloads/,1975-08-27,ETH,Government of Ethiopia|TPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
555:1979,UCDP,https://ucdp.uu.se/downloads/,1975-08-27,ETH,Government of Ethiopia|TPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
555:1980,UCDP,https://ucdp.uu.se/downloads/,1975-08-27,ETH,Government of Ethiopia|TPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=2(war); type_of_conflict=3
555:1981,UCDP,https://ucdp.uu.se/downloads/,1975-08-27,ETH,Government of Ethiopia|TPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=2(war); type_of_conflict=3
555:1982,UCDP,https://ucdp.uu.se/downloads/,1975-08-27,ETH,Government of Ethiopia|TPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=2(war); type_of_conflict=3
555:1983,UCDP,https://ucdp.uu.se/downloads/,1975-08-27,ETH,Government of Ethiopia|TPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=2(war); type_of_conflict=3
555:1984,UCDP,https://ucdp.uu.se/downloads/,1975-08-27,ETH,Government of Ethiopia|TPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=2(war); type_of_conflict=3
555:1985,UCDP,https://ucdp.uu.se/downloads/,1975-08-27,ETH,Government of Ethiopia|TPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=2(war); type_of_conflict=3
555:1986,UCDP,https://ucdp.uu.se/downloads/,1975-08-27,ETH,Government of Ethiopia|TPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
555:1987,UCDP,https://ucdp.uu.se/downloads/,1975-08-27,ETH,Government of Ethiopia|TPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=2(war); type_of_conflict=3
555:1988,UCDP,https://ucdp.uu.se/downloads/,1975-08-27,ETH,Government of Ethiopia|TPLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=2(war); type_of_conflict=3
555:2020,UCDP,https://ucdp.uu.se/downloads/,1975-08-27,ETH,Government of Ethiopia|TPLF,4,,location=Ethiopia; intensity_level=2(war); type_of_conflict=4
555:2021,UCDP,https://ucdp.uu.se/downloads/,1975-08-27,ETH,Government of Ethiopia|TPLF,4,,location=Ethiopia; intensity_level=2(war); type_of_conflict=4
555:2022,UCDP,https://ucdp.uu.se/downloads/,1975-08-27,ETH,Government of Ethiopia|TPLF,4,,location=Ethiopia; intensity_level=2(war); type_of_conflict=4
527:1983,UCDP,https://ucdp.uu.se/downloads/,1975-09-02,USA,Government of Lebanon|NSF,4,,location=Lebanon; intensity_level=1(minor_conflict); type_of_conflict=4
527:1984,UCDP,https://ucdp.uu.se/downloads/,1975-09-02,USA,Government of Lebanon|NSF,4,,location=Lebanon; intensity_level=2(war); type_of_conflict=4
554:1976,UCDP,https://ucdp.uu.se/downloads/,1975-12-31,ETH,Government of Ethiopia|EPRP,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
554:1977,UCDP,https://ucdp.uu.se/downloads/,1975-12-31,ETH,Government of Ethiopia|EPRP,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
554:1984,UCDP,https://ucdp.uu.se/downloads/,1975-12-31,ETH,Government of Ethiopia|EPRP,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
554:1985,UCDP,https://ucdp.uu.se/downloads/,1975-12-31,ETH,Government of Ethiopia|EPRP,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
554:1986,UCDP,https://ucdp.uu.se/downloads/,1975-12-31,ETH,Government of Ethiopia|EPRP,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
554:1987,UCDP,https://ucdp.uu.se/downloads/,1975-12-31,ETH,Government of Ethiopia|EPRP,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
717:1976,UCDP,https://ucdp.uu.se/downloads/,1976-01-04,ETH,Government of Ethiopia|WSLF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
717:1977,UCDP,https://ucdp.uu.se/downloads/,1976-01-04,ETH,Government of Ethiopia|WSLF,4,,location=Ethiopia; intensity_level=2(war); type_of_conflict=4
717:1978,UCDP,https://ucdp.uu.se/downloads/,1976-01-04,ETH,Government of Ethiopia|WSLF,4,,location=Ethiopia; intensity_level=2(war); type_of_conflict=4
717:1979,UCDP,https://ucdp.uu.se/downloads/,1976-01-04,ETH,Government of Ethiopia|WSLF,4,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=4
717:1980,UCDP,https://ucdp.uu.se/downloads/,1976-01-04,ETH,Government of Ethiopia|WSLF,4,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=4
717:1981,UCDP,https://ucdp.uu.se/downloads/,1976-01-04,ETH,Government of Ethiopia|WSLF,4,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=4
717:1982,UCDP,https://ucdp.uu.se/downloads/,1976-01-04,ETH,Government of Ethiopia|WSLF,4,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=4
717:1983,UCDP,https://ucdp.uu.se/downloads/,1976-01-04,ETH,Government of Ethiopia|WSLF,4,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=4
556:1977,UCDP,https://ucdp.uu.se/downloads/,1977-01-31,ETH,Government of Ethiopia|EDU,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
556:1978,UCDP,https://ucdp.uu.se/downloads/,1977-01-31,ETH,Government of Ethiopia|EDU,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
903:1977,UCDP,https://ucdp.uu.se/downloads/,1977-12-31,ETH,Government of Ethiopia|SALF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
903:1978,UCDP,https://ucdp.uu.se/downloads/,1977-12-31,ETH,Government of Ethiopia|SALF,internationalized_intrastate_conflict,,location=Ethiopia; intensity_level=1(minor_conflict); type_of_conflict=3
